This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoDP,ME1 DP2,SMALL HiDP,BIG LoDP,ME2 DP2,BIG HiDP
200204,    171,    464,    451,    188,    219,    153
200205,    171,    462,    449,    187,    219,    153
200206,    171,    460,    449,    187,    219,    153
200207,    177,    473,    400,    177,    234,    161
200208,    177,    472,    396,    177,    234,    160
200209,    176,    471,    394,    177,    234,    159
200210,    176,    467,    392,    176,    234,    159
200211,    176,    465,    392,    176,    233,    159
200212,    176,    463,    391,    176,    232,    159
200301,    175,    458,    389,    176,    231,    159
200302,    174,    457,    389,    176,    231,    159
200303,    174,    449,    387,    176,    229,    159
200304,    172,    449,    385,    175,    228,    159
200305,    172,    448,    382,    175,    228,    159
200306,    172,    447,    381,    174,    228,    159
200307,    190,    536,    334,    184,    213,    164
200308,    188,    532,    334,    183,    213,    164
200309,    188,    531,    332,    183,    213,    164
200310,    187,    530,    332,    183,    213,    164
200311,    187,    526,    330,    182,    212,    164
200312,    185,    521,    329,    182,    212,    164
200401,    184,    516,    327,    182,    212,    164
200402,    184,    512,    327,    182,    212,    164
200403,    183,    512,    324,    181,    212,    164
200404,    182,    504,    322,    179,    212,    163
200405,    180,    497,    318,    179,    212,    163
200406,    179,    492,    317,    179,    212,    163
200407,    240,    447,    420,    200,    221,    171
200408,    238,    445,    419,    200,    221,    171
200409,    238,    438,    415,    200,    221,    170
200410,    237,    436,    412,    200,    221,    168
200411,    237,    434,    409,    200,    221,    167
200412,    235,    433,    408,    200,    220,    167
200501,    233,    425,    404,    200,    220,    167
200502,    232,    423,    400,    200,    220,    167
200503,    231,    422,    397,    200,    220,    165
200504,    230,    421,    397,    200,    219,    164
200505,    227,    412,    395,    199,    219,    164
200506,    227,    409,    393,    199,    219,    164
200507,    238,    442,    444,    206,    228,    175
200508,    236,    441,    440,    205,    227,    174
200509,    235,    440,    438,    205,    227,    174
200510,    233,    439,    437,    204,    226,    173
200511,    232,    438,    437,    204,    226,    171
200512,    231,    434,    435,    204,    225,    171
200601,    230,    429,    432,    203,    223,    170
200602,    229,    427,    430,    200,    223,    170
200603,    229,    426,    426,    200,    221,    169
200604,    229,    424,    423,    198,    220,    167
200605,    228,    423,    421,    198,    219,    167
200606,    227,    421,    421,    198,    217,    165
200607,    244,    490,    416,    206,    238,    159
200608,    243,    488,    414,    203,    238,    159
200609,    242,    486,    413,    203,    238,    159
200610,    241,    480,    413,    202,    238,    159
200611,    241,    478,    412,    200,    236,    157
200612,    239,    474,    407,    199,    236,    156
200701,    238,    468,    402,    197,    236,    155
200702,    235,    465,    398,    197,    235,    155
200703,    234,    460,    395,    196,    235,    153
200704,    231,    457,    389,    196,    234,    152
200705,    229,    454,    385,    196,    234,    150
200706,    228,    450,    380,    196,    233,    150
200707,    225,    433,    486,    184,    235,    145
200708,    223,    430,    483,    184,    235,    144
200709,    223,    424,    483,    181,    235,    143
200710,    221,    416,    483,    179,    232,    142
200711,    218,    414,    480,    174,    230,    142
200712,    214,    413,    477,    174,    227,    141
200801,    214,    412,    472,    174,    226,    141
200802,    212,    406,    468,    174,    226,    141
200803,    211,    405,    465,    174,    225,    141
200804,    210,    402,    461,    174,    225,    141
200805,    210,    399,    459,    174,    225,    141
200806,    210,    398,    454,    173,    224,    141
200807,    182,    414,    490,    208,    219,    119
200808,    181,    412,    489,    207,    218,    119
200809,    181,    410,    488,    207,    215,    117
200810,    177,    408,    483,    206,    214,    117
200811,    176,    406,    479,    205,    213,    116
200812,    173,    406,    477,    205,    213,    116
200901,    173,    405,    474,    205,    211,    112
200902,    173,    404,    472,    205,    211,    111
200903,    173,    403,    467,    205,    211,    111
200904,    172,    401,    465,    205,    210,    111
200905,    172,    400,    463,    205,    210,    111
200906,    172,    397,    462,    205,    210,    110
200907,    215,    381,    373,    174,    229,    134
200908,    213,    381,    372,    174,    229,    134
200909,    213,    380,    372,    174,    229,    134
200910,    213,    379,    371,    173,    228,    134
200911,    213,    378,    366,    172,    228,    134
200912,    212,    376,    366,    171,    228,    134
201001,    211,    376,    365,    170,    228,    134
201002,    211,    375,    364,    169,    227,    134
201003,    210,    374,    362,    169,    225,    133
201004,    210,    373,    359,    167,    225,    133
201005,    210,    373,    356,    167,    225,    133
201006,    210,    373,    355,    166,    225,    133
201007,    197,    293,    326,    170,    230,    144
201008,    196,    293,    326,    169,    230,    144
201009,    195,    293,    326,    169,    230,    144
201010,    194,    293,    325,    169,    229,    144
201011,    194,    288,    325,    169,    229,    144
201012,    190,    285,    324,    169,    229,    144
201101,    188,    284,    323,    169,    228,    144
201102,    188,    282,    322,    169,    227,    144
201103,    188,    281,    322,    169,    226,    144
201104,    188,    280,    318,    169,    226,    143
201105,    187,    278,    318,    168,    226,    143
201106,    185,    278,    318,    165,    226,    143
201107,    187,    292,    365,    183,    224,    139
201108,    187,    291,    365,    183,    224,    139
201109,    187,    291,    364,    182,    223,    139
201110,    187,    289,    361,    182,    223,    139
201111,    187,    289,    361,    182,    223,    138
201112,    187,    288,    361,    181,    222,    137
201201,    185,    285,    361,    181,    222,    137
201202,    184,    285,    359,    181,    221,    137
201203,    184,    285,    359,    181,    218,    137
201204,    184,    285,    358,    181,    218,    136
201205,    184,    284,    357,    180,    218,    136
201206,    182,    283,    353,    180,    218,    136
201207,    227,    301,    322,    182,    241,    154
201208,    226,    300,    320,    182,    240,    154
201209,    225,    299,    320,    182,    240,    154
201210,    222,    299,    319,    181,    239,    154
201211,    219,    299,    318,    181,    239,    154
201212,    218,    298,    315,    180,    238,    154
201301,    218,    298,    314,    180,    237,    154
201302,    216,    296,    313,    180,    237,    154
201303,    216,    296,    311,    180,    236,    154
201304,    215,    293,    311,    180,    236,    154
201305,    215,    292,    310,    179,    236,    154
201306,    215,    291,    307,    178,    236,    153
201307,    233,    308,    384,    181,    267,    149
201308,    231,    306,    381,    181,    267,    149
201309,    228,    306,    381,    181,    267,    149
201310,    227,    304,    380,    181,    266,    149
201311,    224,    304,    377,    181,    265,    149
201312,    222,    302,    375,    181,    265,    147
201401,    221,    298,    375,    180,    265,    147
201402,    220,    297,    373,    180,    265,    147
201403,    220,    296,    373,    180,    265,    147
201404,    220,    295,    368,    180,    265,    147
201405,    220,    292,    367,    179,    265,    147
201406,    220,    291,    366,    179,    265,    147
201407,    239,    307,    349,    184,    277,    151
201408,    239,    307,    348,    183,    276,    151
201409,    239,    306,    346,    183,    276,    151
201410,    238,    306,    345,    183,    275,    151
201411,    237,    304,    343,    183,    275,    151
201412,    236,    304,    342,    181,    274,    151
201501,    236,    304,    341,    181,    272,    151
201502,    234,    303,    340,    181,    271,    151
201503,    234,    302,    338,    180,    270,    151
201504,    234,    301,    337,    180,    270,    150
201505,    234,    301,    337,    180,    269,    150
201506,    233,    300,    336,    180,    269,    149
201507,    252,    320,    330,    201,    289,    155
201508,    251,    317,    330,    199,    289,    155
201509,    251,    316,    328,    199,    289,    155
201510,    247,    315,    328,    199,    288,    155
201511,    246,    314,    326,    197,    287,    155
201512,    243,    311,    323,    196,    286,    155
201601,    241,    309,    322,    195,    285,    155
201602,    240,    309,    321,    193,    285,    154
