This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative
CF/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
199308,   3.34,   3.63,   4.03,   4.89,   3.64,   3.74
199309,   3.52,   2.92,   2.23,   1.47,   0.20,   0.65
199310,   4.08,   3.40,   4.70,   2.01,   0.02,  -0.02
199311,  -1.70,  -2.29,  -1.46,  -1.41,  -2.23,  -3.43
199312,   0.87,   2.91,   1.71,   4.04,   3.41,   2.41
199401,   4.47,   4.14,   4.52,   3.48,   2.61,   1.92
199402,   0.04,   0.43,   0.47,  -1.27,  -1.24,  -2.47
199403,  -4.37,  -4.10,  -4.10,  -5.13,  -3.97,  -3.83
199404,  -1.60,  -0.39,  -0.21,  -0.46,   1.58,   1.47
199405,  -1.94,  -0.13,   0.48,   0.35,   0.87,  -1.16
199406,  -3.92,  -1.75,  -2.02,  -4.05,  -1.57,  -2.06
199407,   1.06,   1.34,   1.08,   3.67,   2.78,   3.24
199408,   4.99,   3.38,   3.52,   7.11,   4.18,   2.78
199409,   1.79,   1.44,   1.04,  -0.88,  -2.91,  -2.52
199410,   1.28,   0.18,  -0.32,   1.97,   0.89,   1.06
199411,  -4.20,  -3.16,  -3.35,  -4.36,  -4.74,  -3.75
199412,  -1.18,   0.23,  -0.86,   1.50,   1.64,   0.82
199501,   2.73,   2.62,   2.97,   0.42,   1.84,   4.11
199502,   2.89,   3.29,   3.02,   4.99,   5.24,   4.56
199503,   2.56,   1.14,   1.41,   3.56,   2.31,   1.16
199504,   2.60,   2.43,   2.83,   0.50,   1.92,   2.74
199505,   1.14,   2.22,   1.99,   2.61,   3.08,   4.35
199506,   6.50,   3.96,   3.94,   5.03,   2.45,   2.06
199507,   6.59,   5.22,   4.90,   6.81,   3.47,   4.09
199508,   3.28,   3.15,   3.05,   0.71,   1.46,   2.37
199509,   2.55,   2.36,   2.26,   2.97,   2.45,   2.52
199510,  -4.97,  -3.45,  -3.74,  -1.96,  -1.41,  -2.08
199511,   1.43,   2.57,   1.14,   5.34,   4.35,   5.68
199512,   0.20,   1.70,   1.17,  -0.70,   1.82,   1.45
199601,   0.99,   1.02,   2.45,   1.18,   1.94,   2.43
199602,   3.82,   2.47,   2.76,   3.66,   1.85,   1.99
199603,   3.03,   2.59,   3.77,   1.21,   2.05,   1.62
199604,   7.24,   5.38,   6.21,   4.61,   2.34,   1.31
199605,   7.64,   4.82,   6.95,   1.97,   1.53,   0.91
199606,  -3.92,  -2.39,  -1.59,  -4.06,  -0.25,  -0.11
199607,  -9.68,  -5.93,  -5.67,  -7.91,  -4.28,  -5.99
199608,   4.89,   4.11,   4.62,   5.71,   4.59,   4.00
199609,   3.23,   3.06,   2.60,   6.46,   4.39,   2.82
199610,  -3.09,   0.30,   0.56,  -2.34,   1.94,   1.85
199611,   2.07,   3.96,   3.34,   5.30,   6.97,   6.58
199612,   0.18,   1.37,   1.85,  -1.35,  -0.68,   0.56
199701,   6.34,   5.80,   4.45,   2.60,   4.06,   2.48
199702,  -3.05,   0.21,   1.17,  -1.83,   1.35,   0.86
199703,  -5.96,  -2.56,  -1.70,  -6.64,  -3.36,  -2.72
199704,  -3.09,  -0.36,  -2.10,   1.76,   3.32,   2.21
199705,  11.06,   9.01,   7.93,  12.38,   6.94,   7.04
199706,   3.78,   6.31,   5.33,   3.55,   3.96,   3.07
199707,   4.81,   5.72,   5.44,   8.07,   6.64,   6.24
199708,   3.51,   3.72,   4.38,  -1.47,  -0.99,  -0.52
199709,   8.39,   9.05,   8.63,   5.40,   5.63,   5.54
199710,  -2.61,  -0.93,  -1.68,  -4.89,  -3.25,  -3.24
199711,  -1.28,  -0.41,  -1.39,   0.80,   2.85,   2.83
199712,  -2.68,   0.94,  -1.18,   1.19,   3.35,   3.17
199801,   0.72,  -0.43,   0.47,  -0.53,  -1.42,  -1.08
199802,   6.53,   5.82,   6.11,   9.54,   7.92,   6.26
199803,   4.29,   4.14,   5.47,   4.02,   4.43,   6.30
199804,   2.43,   2.38,   3.27,   1.18,   0.44,  -0.26
199805,  -5.05,  -3.07,  -3.41,  -4.98,  -3.27,  -2.79
199806,  -2.31,  -2.26,  -2.42,   1.77,  -0.70,  -0.81
199807,  -6.43,  -6.21,  -6.40,  -4.50,  -5.30,  -6.16
199808, -19.96, -17.44, -17.39, -19.54, -15.44, -14.12
199809,   5.71,   1.96,   2.05,   7.34,   4.81,   5.78
199810,   3.28,   3.25,   3.25,   8.63,   8.42,   4.95
199811,   6.39,   6.37,   5.77,   5.87,   4.84,   2.35
199812,   2.66,   2.84,   1.02,   7.78,   4.15,   1.38
199901,   5.40,   2.71,   6.24,  -0.54,  -2.42,  -2.88
199902,  -6.39,  -4.96,  -5.33,  -5.24,  -3.02,  -2.49
199903,  -2.93,  -4.54,  -1.77,   1.47,   1.93,   3.61
199904,   6.90,   8.97,  10.02,   6.90,   9.10,  12.80
199905,   4.52,   3.86,   3.98,   2.19,   1.58,   1.60
199906,   4.75,   4.42,   3.87,   4.82,   3.67,   0.54
199907,  -0.18,   0.98,   1.53,  -3.04,  -1.83,  -2.06
199908,  -4.04,  -3.11,  -2.69,  -2.46,  -4.93,  -4.01
199909,  -1.69,  -2.35,  -3.47,  -1.28,  -2.96,  -4.61
199910,  -1.08,  -1.50,  -2.91,   5.57,   1.50,   2.72
199911,   9.74,   5.69,   5.47,   4.86,  -0.81,  -0.31
199912,   8.42,   3.01,   3.43,   7.47,   2.07,   3.42
200001,   4.82,   2.02,   3.35,  -5.02,  -5.44,  -6.94
200002,  12.37,   5.44,   7.94,   4.93,  -6.10,  -5.98
200003,  -1.30,   1.11,   1.46,   9.65,  13.51,  14.88
200004,  -9.55,  -2.88,  -3.63,  -3.26,   1.07,   2.56
200005,  -6.55,  -3.19,  -4.28,  -0.54,   1.08,  -0.45
200006,   7.60,   5.60,   4.07,   3.19,  -2.85,  -4.47
200007,  -2.60,   1.55,   0.79,  -3.15,   3.19,   3.76
200008,   7.28,   4.48,   4.63,   9.92,   7.02,   6.79
200009,  -3.67,  -0.51,  -1.36,  -4.23,   0.67,   0.36
200010,  -5.26,  -2.21,  -4.54,  -3.19,   2.78,   0.76
200011, -11.75,  -3.77,  -5.22, -11.35,  -0.67,  -0.96
200012,  -1.35,   3.83,   1.91,   5.04,  10.35,  12.03
200101,  26.08,  12.72,  18.49,  11.06,   2.18,   1.51
200102,  -6.49,  -0.67,  -0.22, -12.03,  -0.78,   1.95
200103,  -5.16,  -1.02,  -2.51,  -9.37,  -2.35,  -3.62
200104,   6.94,   4.12,   3.98,  14.99,   6.35,   6.87
200105,   6.64,   7.24,   9.14,   1.76,   3.58,   1.42
200106,   3.79,   4.17,   2.51,   0.55,  -0.52,  -2.39
200107,  -2.67,   0.36,   1.47,  -3.09,   0.05,   1.28
200108,  -2.87,  -0.34,  -0.50,  -6.73,  -1.76,  -3.46
200109, -11.92,  -8.06, -12.55, -13.08, -10.06, -16.24
200110,   8.34,   4.16,   4.97,   8.82,   3.43,   5.07
200111,   8.19,   4.70,   6.88,  10.02,   7.93,  10.03
200112,   6.85,   5.47,   6.78,   4.36,   4.81,   6.49
200201,   0.46,   2.78,   5.05,  -1.58,   0.56,   0.09
200202,  -4.53,  -0.39,  -0.29,  -4.04,   1.18,   0.38
200203,   8.75,   7.80,  10.20,   7.52,   6.27,   8.66
200204,   0.18,   4.75,   5.46,  -4.01,  -0.33,  -3.74
200205,  -3.54,  -0.44,  -0.20,  -2.81,  -0.90,  -0.78
200206,  -7.00,  -1.82,  -3.62, -10.27,  -6.42,  -7.52
200207, -13.52,  -9.28, -11.62,  -8.57,  -8.75, -11.59
200208,   0.53,   0.65,   0.24,  -0.18,   1.72,   2.04
200209,  -7.29,  -4.21,  -5.96,  -9.25,  -8.86,  -9.62
200210,   6.11,   2.14,   1.06,   8.83,   3.11,   2.66
200211,  11.02,   6.35,   7.33,   8.59,   5.98,   7.64
200212,  -4.57,  -1.00,  -1.12,  -6.33,  -2.50,  -0.41
200301,  -0.25,   0.22,  -0.53,  -1.98,  -2.74,  -3.86
200302,  -3.15,  -1.78,  -2.41,  -2.03,  -2.41,  -2.90
200303,   0.42,   1.31,  -0.23,   0.62,   1.19,   1.94
200304,   9.91,   7.37,   6.94,   9.28,   7.95,   9.45
200305,  12.66,   6.83,   9.63,   8.96,   7.97,   9.61
200306,   4.31,   3.33,   6.10,   1.64,   0.98,   0.19
200307,   7.77,   6.29,   6.62,   4.14,   2.83,   0.81
200308,   5.41,   3.52,   4.35,   4.74,   3.23,   3.92
200309,   0.26,   1.16,   1.56,  -1.90,  -1.66,   0.25
200310,   8.35,   7.03,   8.74,   7.63,   7.19,   7.23
200311,   4.59,   4.08,   4.32,   2.00,   2.97,   3.84
200312,   2.58,   3.16,   5.00,   3.07,   3.33,   4.25
200401,   5.02,   3.40,   5.72,   2.14,   1.94,   0.66
200402,   1.36,   1.92,   2.00,   1.89,   3.19,   3.55
200403,   0.54,   0.93,   2.13,  -0.27,  -0.11,   0.80
200404,  -3.37,  -1.82,  -1.57,  -2.18,  -2.22,  -2.08
200405,   0.72,   0.09,  -0.32,   1.89,   2.04,  -0.35
200406,   3.61,   3.80,   4.12,   2.00,   2.26,   3.89
200407,  -6.61,  -3.86,  -3.80,  -6.75,  -3.51,  -1.12
200408,  -1.00,  -0.54,  -1.08,  -1.92,   0.85,   0.59
200409,   5.07,   3.99,   4.59,   3.74,   2.48,   3.53
200410,   2.48,   2.11,   1.49,   3.53,   1.19,   1.76
200411,   8.35,   7.77,   9.93,   5.68,   5.67,   7.10
200412,   5.77,   4.12,   4.54,   4.39,   4.09,   3.19
200501,  -3.78,  -2.27,  -0.93,  -3.42,  -1.46,  -0.64
200502,   0.94,   0.87,   2.44,   1.94,   2.09,   4.44
200503,  -2.49,  -1.75,  -0.94,  -1.83,  -0.10,  -0.54
200504,  -5.50,  -4.40,  -5.91,  -3.83,  -2.94,  -3.39
200505,   5.64,   4.59,   4.70,   6.10,   4.06,   5.34
200506,   3.09,   3.58,   4.66,   0.64,   1.86,   4.52
200507,   6.66,   5.93,   7.11,   5.59,   4.59,   5.45
200508,  -1.48,  -0.77,  -0.49,  -1.09,  -1.29,  -0.25
200509,   0.52,  -0.03,   1.83,   0.63,  -0.17,   3.07
200510,  -2.90,  -1.76,  -3.24,  -1.06,  -1.80,  -4.64
200511,   4.61,   3.49,   3.34,   5.38,   4.37,   3.60
200512,   0.19,   0.97,   0.55,   0.48,   0.89,   1.07
200601,   6.96,   7.19,   8.53,   4.93,   3.17,   5.28
200602,   0.07,   0.87,  -0.32,   0.58,   0.47,  -1.30
200603,   4.07,   4.33,   5.23,   2.76,   1.86,   1.27
200604,   0.24,   1.31,   1.99,   0.51,   0.93,   2.16
200605,  -4.61,  -3.80,  -3.00,  -4.11,  -2.02,  -3.02
200606,  -0.31,  -0.18,   0.45,  -0.83,  -0.79,   0.75
200607,  -3.28,  -1.78,  -2.41,  -3.87,  -1.70,  -0.76
200608,   2.74,   2.07,   0.57,   3.32,   1.82,   0.20
200609,   1.05,   1.46,   1.53,   2.44,   2.55,   0.40
200610,   4.56,   4.78,   5.30,   3.76,   3.59,   4.52
200611,   2.44,   2.32,   2.74,   2.69,   2.96,   4.05
200612,   0.91,   1.74,   3.04,  -0.05,   1.43,  -0.21
200701,   1.69,   1.12,   2.26,   3.08,   2.43,   3.51
200702,  -0.07,  -0.04,   0.08,  -0.24,   0.36,   0.08
200703,   0.24,   0.81,   0.65,   1.10,   0.92,   1.98
200704,   1.05,   1.15,   2.74,   4.33,   3.69,   4.90
200705,   3.11,   3.20,   2.74,   4.43,   3.68,   4.16
200706,   0.04,  -0.20,  -0.17,  -1.04,  -1.64,  -2.63
200707,  -4.83,  -5.15,  -6.28,  -2.33,  -4.35,  -5.27
200708,   0.44,   0.35,  -3.49,   1.36,   0.57,  -1.97
200709,   1.62,  -0.16,   0.44,   3.75,   1.82,   3.16
200710,   1.23,   0.27,   0.60,   3.35,   0.86,   1.46
200711,  -7.70,  -7.00,  -8.72,  -5.26,  -4.47,  -5.64
200712,  -0.73,  -1.28,  -0.84,  -1.81,  -2.12,   0.82
200801,  -5.35,  -3.82,  -3.88,  -6.97,  -3.05,  -4.71
200802,  -4.49,  -2.17,  -0.55,  -2.79,  -4.20,  -0.17
200803,  -0.56,  -0.46,  -1.13,  -1.16,  -2.50,  -2.86
200804,   1.58,   1.54,   2.13,   6.23,   5.23,   6.31
200805,   2.81,   2.35,   5.09,   3.90,   1.67,   5.28
200806, -10.58, -10.00,  -7.36, -10.61, -11.28,  -7.72
200807,   1.26,   3.69,   2.95,  -0.27,  -0.90,  -3.81
200808,   3.89,   4.21,   3.77,   1.48,   2.21,   1.53
200809,  -8.82,  -5.26, -10.73, -12.23, -11.44, -12.06
200810, -19.82, -17.18, -23.00, -20.13, -20.15, -22.43
200811, -13.45, -12.53, -17.24,  -9.56,  -9.65, -10.36
200812,   2.65,   3.16,   5.88,   2.88,   5.50,   5.90
200901,  -6.10, -10.76,  -7.20,  -5.81,  -7.48,  -7.81
200902, -10.13, -12.49, -14.31,  -8.60, -10.86, -16.19
200903,  11.16,  10.64,  14.83,  11.23,   9.68,  10.10
200904,  20.25,  19.32,  26.15,  17.79,  18.98,  24.38
200905,   6.68,   6.15,  11.32,   6.75,   6.03,   9.74
200906,   4.53,   1.34,   1.56,   0.26,  -0.30,  -2.09
200907,   7.66,   7.69,  10.74,   6.85,   8.87,  10.10
200908,   0.84,   3.10,   5.41,   1.75,   3.87,   2.96
200909,   4.01,   4.78,   8.60,   5.24,   4.96,   7.95
200910,  -4.86,  -5.31,  -5.22,  -3.64,  -2.85,  -2.47
200911,   0.65,   1.75,   1.23,   4.20,   5.37,   5.26
200912,   6.76,   6.06,   7.07,   4.78,   5.07,   6.39
201001,  -1.47,  -2.14,  -0.74,  -2.71,  -3.97,  -4.51
201002,   3.12,   3.68,   5.02,   3.33,   4.21,   5.90
201003,   6.97,   6.95,   8.39,   6.68,   6.93,   7.58
201004,   6.12,   6.54,   8.71,   2.76,   2.82,   3.52
201005,  -6.77,  -6.25,  -8.53,  -6.96,  -6.06,  -9.03
201006,  -5.52,  -6.48,  -8.46,  -4.82,  -5.29,  -7.72
201007,   5.05,   5.52,   6.00,   7.50,   6.60,   7.70
201008,  -6.62,  -6.71,  -7.69,  -5.28,  -4.27,  -3.75
201009,  11.06,   9.69,   9.98,  11.77,  10.33,   9.20
201010,   4.65,   4.80,   4.65,   3.88,   3.59,   3.73
201011,   3.76,   2.50,   3.16,   3.09,   1.79,   0.20
201012,   8.36,   6.50,   8.15,   7.78,   6.03,   5.77
201101,   0.06,  -0.41,   1.10,   2.16,   1.77,   2.73
201102,   4.13,   3.75,   4.72,   4.13,   4.44,   3.60
201103,   1.70,   1.17,   1.10,   1.93,   1.90,   2.25
201104,   1.20,   1.01,   1.54,   3.76,   2.97,   3.12
201105,  -1.31,  -2.60,  -1.74,  -1.29,  -0.82,   0.31
201106,  -1.47,  -1.82,  -1.32,  -2.05,  -1.08,  -1.41
201107,  -3.14,  -1.78,  -0.65,  -3.93,  -3.03,  -3.20
201108,  -9.24,  -7.13,  -9.36,  -7.47,  -6.26,  -6.96
201109,  -9.98,  -8.81, -11.09, -10.34,  -9.51, -10.13
201110,  13.12,  12.35,  11.06,  15.32,  13.62,  14.02
201111,  -1.47,  -0.04,  -0.90,  -1.26,   0.61,   0.24
201112,   0.53,   1.29,   0.53,  -1.57,   0.44,   0.06
201201,   8.11,   7.59,   8.97,   8.70,   6.02,   3.88
201202,   3.08,   2.27,   3.13,   5.39,   3.72,   4.49
201203,   3.53,   2.77,   2.61,   2.26,   1.81,  -0.07
201204,  -0.99,  -1.04,  -1.67,  -1.96,  -0.48,  -0.45
201205,  -6.75,  -5.02,  -7.29,  -8.25,  -7.57,  -6.80
201206,   4.94,   4.16,   4.21,   1.71,   2.78,   3.30
201207,  -1.50,  -0.51,  -1.77,  -1.00,   0.75,  -0.23
201208,   3.51,   2.44,   1.70,   4.31,   2.55,   3.60
201209,   3.55,   3.62,   3.44,   2.57,   2.07,   2.34
201210,  -2.00,  -1.81,   1.10,  -2.26,  -0.05,   0.08
201211,  -0.11,   0.52,   0.20,   2.51,   1.57,   0.98
201212,   3.60,   3.64,   2.47,   2.47,   1.96,   3.32
201301,   6.22,   6.14,   7.79,   6.35,   6.60,   8.15
201302,   1.37,   1.25,   0.94,   0.56,   1.79,   1.57
201303,   4.70,   4.85,   4.06,   3.95,   4.71,   5.15
201304,  -0.29,  -0.74,  -0.52,   0.21,   0.82,   1.20
201305,   4.77,   4.83,   4.86,   2.90,   2.89,   3.84
201306,   1.27,   0.86,   0.36,  -1.09,  -1.22,  -1.25
201307,   6.40,   7.34,   6.86,   6.17,   6.10,   7.07
201308,  -0.67,  -2.84,  -2.42,  -2.07,  -2.74,  -2.90
201309,   5.52,   5.92,   6.53,   5.34,   4.13,   4.52
201310,   2.63,   3.70,   3.93,   2.79,   3.93,   5.43
201311,   4.78,   5.07,   4.48,   1.86,   2.51,   2.74
201312,   1.62,   2.25,   2.07,   3.42,   3.12,   2.60
201401,  -1.73,  -3.24,  -2.29,  -2.10,  -3.89,  -2.87
201402,   2.62,   3.76,   4.67,   5.46,   4.99,   5.69
201403,  -0.20,   1.56,   1.39,  -1.43,   1.19,   2.22
201404,  -3.93,  -2.92,  -2.29,  -2.14,  -0.48,   1.17
201405,  -0.60,   0.36,   0.07,   1.77,   1.82,   2.09
201406,   4.63,   4.00,   3.44,   3.75,   2.94,   3.78
201407,  -4.90,  -4.45,  -4.56,  -3.25,  -3.21,  -2.85
201408,   4.21,   4.55,   3.38,   4.74,   4.48,   4.60
201409,  -4.13,  -4.07,  -5.06,  -2.81,  -2.98,  -4.84
201410,   4.95,   5.98,   3.65,   3.32,   3.11,   1.02
201411,  -0.17,  -1.00,  -0.40,   2.60,   2.72,  -0.14
201412,   3.28,   3.17,   1.45,   0.40,   0.21,   0.47
201501,  -4.70,  -4.40,  -2.74,  -2.10,  -3.29,  -3.17
201502,   5.35,   4.85,   6.02,   8.03,   7.09,   5.64
201503,   1.17,   1.84,   1.19,  -0.11,   0.06,  -1.33
201504,  -1.00,  -0.49,   1.03,  -0.02,  -0.50,   2.24
201505,   0.95,   0.59,  -1.09,   1.59,   0.89,  -0.44
201506,   1.32,   2.03,  -0.51,  -0.27,  -1.86,  -3.26
201507,  -1.79,  -1.74,  -6.11,   1.20,   1.02,  -2.24
201508,  -4.81,  -3.21,  -3.11,  -6.16,  -5.18,  -4.23
201509,  -3.63,  -2.43,  -6.70,  -4.05,  -3.79,  -4.76
201510,   5.65,   4.01,   7.71,   6.20,   6.64,   7.48
201511,   2.95,   2.90,   0.46,   1.30,   0.50,  -0.83
201512,  -3.31,  -3.36,  -5.84,  -2.69,  -3.27,  -6.35
201601,  -7.80,  -5.89,  -8.77,  -7.31,  -5.99,  -5.44
201602,   0.52,   0.97,   0.82,   1.18,   2.37,  -0.26
201603,   6.83,   7.29,   9.69,   7.17,   8.14,  12.71
201604,   2.59,   3.03,   5.87,   1.23,   1.57,   5.00
201605,   0.52,   0.70,  -1.74,   2.61,   1.67,   0.34
201606,  -0.03,   0.12,   1.16,  -0.93,  -1.29,  -0.04
201607,   5.51,   4.86,   7.42,   4.07,   3.96,   4.79
201608,   2.25,   2.73,   2.37,   0.22,   0.96,   1.37
201609,   1.87,   1.71,   1.32,   0.07,  -0.20,   0.60
201610,  -3.77,  -1.92,  -4.81,  -3.06,  -1.66,  -0.54
201611,   9.85,  12.81,  12.85,   3.99,   8.32,   7.53
201612,   3.74,   5.82,   4.32,   0.94,   1.52,   1.90
201701,  -0.04,  -1.43,   0.04,   3.08,   1.62,   2.03
201702,   1.33,   0.79,  -0.17,   3.72,   2.86,   2.65
201703,   0.00,   0.90,   0.25,   1.07,  -0.16,  -0.85
201704,   2.47,   1.54,   1.50,   1.83,   1.21,   0.12
201705,  -0.54,  -2.77,  -1.83,   2.43,  -0.02,  -1.55
201706,   3.06,   3.49,   3.69,   0.77,   2.04,   2.06
201707,   0.06,  -0.14,   0.34,   1.92,   0.79,   1.57
201708,  -1.82,  -2.75,  -2.58,  -0.80,  -0.46,  -0.37
201709,   7.32,   7.66,   6.57,   3.43,   4.05,   2.30
201710,   0.51,   1.24,   0.24,   2.34,   1.81,   1.30
201711,   1.67,   2.96,   4.47,   3.23,   4.50,   4.30
201712,  -0.44,  -0.30,   0.95,   0.47,   1.09,   0.73
201801,   2.22,   1.72,   1.03,   5.02,   4.68,   2.49
201802,  -2.86,  -3.78,  -4.17,  -3.06,  -3.98,  -5.07
201803,   2.63,   2.40,   2.55,   0.12,  -1.39,  -0.69


  Value Weight Average Returns -- Annual
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
  1952,   7.21,   5.62,   8.94,  10.40,  15.63,   9.85
  1953,  -3.81,   1.90,   0.58,   4.53,  -0.11,   1.14
  1954,  54.71,  54.59,  70.05,  39.93,  51.83,  74.82
  1955,  20.33,  21.99,  24.37,  22.41,  29.96,  34.59
  1956,   6.33,  12.61,  15.43,   3.65,   6.76,  27.60
  1957,  -6.70, -11.81, -12.23,  -5.86,  -7.71, -18.49
  1958,  64.34,  62.76,  71.49,  40.05,  45.65,  51.21
  1959,  24.98,  25.03,  23.58,  17.39,   8.20,  15.01
  1960,   1.27,  -4.09,  -3.21,  -5.19,  11.16,   2.16
  1961,  29.37,  31.20,  35.09,  23.75,  30.24,  27.99
  1962, -22.23, -15.86,  -8.04, -16.19,  -4.51,  -2.22
  1963,   9.46,  19.96,  23.24,  20.11,  19.94,  26.21
  1964,   8.99,  18.13,  21.12,  11.02,  22.64,  22.56
  1965,  39.90,  39.32,  40.92,  14.31,  10.14,  21.77
  1966,  -0.14,  -9.62,  -6.16,  -8.66, -10.58,  -5.55
  1967,  96.39,  67.23,  69.48,  29.41,  17.20,  29.64
  1968,  28.42,  34.65,  49.17,   2.91,  10.23,  23.43
  1969, -24.33, -23.77, -23.62,   6.49, -13.84, -17.47
  1970, -23.84,  -3.92,   6.91,  -7.89,   2.42,  14.14
  1971,  28.96,  18.75,  18.67,  24.13,  11.05,   6.40
  1972,   1.48,   7.81,   8.31,  21.18,  10.85,  16.52
  1973, -43.98, -32.84, -27.60, -20.64, -16.03,  -7.26
  1974, -33.29, -23.28, -19.54, -30.92, -21.39, -27.21
  1975,  58.34,  59.23,  60.64,  32.13,  41.66,  52.72
  1976,  37.38,  49.58,  55.43,  13.78,  33.81,  49.66
  1977,  16.21,  17.98,  25.62, -10.12,  -3.87,   1.09
  1978,  20.15,  18.44,  21.92,   7.69,   4.89,   7.23
  1979,  45.95,  34.94,  46.52,  10.13,  27.53,  24.80
  1980,  48.97,  29.56,  30.05,  33.91,  35.44,  29.59
  1981,  -8.85,  15.66,  18.12,  -7.64,  -3.34,  -2.26
  1982,  18.82,  32.54,  40.52,  22.45,  24.18,  15.85
  1983,  24.45,  39.30,  44.27,  11.83,  22.72,  26.94
  1984, -13.67,   7.06,  11.35,  -5.30,   4.02,  18.95
  1985,  26.84,  40.28,  37.59,  31.92,  34.01,  32.00
  1986,   3.37,  12.43,  19.54,  23.99,  11.24,  22.08
  1987,  -9.74,  -4.53,  -5.87,   8.88,   3.54,   0.33
  1988,  17.75,  26.63,  30.07,  11.05,  17.70,  21.63
  1989,  18.15,  18.94,  22.91,  34.81,  25.20,  32.22
  1990, -16.80, -16.94, -21.42,   2.57,  -2.37, -10.53
  1991,  51.81,  43.73,  42.22,  43.25,  27.59,  27.20
  1992,  10.36,  22.03,  28.31,   1.36,  12.05,  18.01
  1993,  10.80,  22.18,  23.07,   5.48,   7.30,  15.25
  1994,  -0.44,   1.26,  -4.05,   3.34,   0.98,  -3.73
  1995,  30.39,  27.47,  27.29,  34.20,  38.14,  43.54
  1996,  15.58,  23.57,  26.80,  19.15,  26.54,  22.20
  1997,  18.14,  40.49,  30.13,  32.05,  31.20,  36.99
  1998,  -1.26,  -4.17,  -4.05,  36.04,  19.99,  14.61
  1999,  29.66,   8.69,   7.87,  26.47,   6.36,   7.55
  2000,  -8.18,  29.28,  13.39, -10.02,  14.17,  10.04
  2001,  12.31,  18.94,  22.72, -14.10,  -0.08,   2.11
  2002, -22.64,  -3.78,  -4.47, -22.03, -17.74, -20.67
  2003,  51.38,  39.82,  47.25,  28.87,  28.92,  24.62
  2004,  16.22,  25.51,  26.97,   7.30,  11.89,  18.06
  2005,   4.01,   7.60,  11.84,   4.40,   4.72,  15.12
  2006,  13.98,  20.59,  24.43,  11.65,  15.43,  22.51
  2007,   3.82,  -3.30,  -7.81,  10.97,   1.09,  12.16
  2008, -36.94, -26.73, -24.05, -37.51, -37.93, -33.64
  2009,  31.70,  21.26,  38.99,  31.75,  22.81,  27.27
  2010,  29.22,  27.43,  24.75,  20.11,  12.88,  13.77
  2011,  -6.89,  -0.10,  -0.29,  -2.20,   4.78,   4.44
  2012,  16.50,  14.65,  18.86,  22.34,  13.37,  14.00
  2013,  42.96,  42.63,  40.08,  36.97,  30.85,  35.55
  2014,   4.08,   5.10,   4.75,   9.56,  16.05,  10.95
  2015,  -1.79,  -1.10, -13.27,   9.69,   0.20,  -7.78
  2016,  22.83,  32.75,  27.99,   4.58,  15.24,  23.82
  2017,  16.08,  10.45,  16.01,  27.16,  21.84,  20.09


  Equal Weight Average Returns -- Annual
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
  1952,   5.91,   5.83,   9.24,   7.14,  13.31,  11.99
  1953,   0.60,   0.55,   0.43,   3.34,   3.11,  -0.72
  1954,  52.72,  52.42,  69.45,  38.95,  45.48,  83.46
  1955,  21.66,  19.99,  27.01,  18.45,  19.50,  31.41
  1956,   4.10,  13.26,  12.24,   6.64,   7.06,  19.68
  1957,  -8.59, -13.89, -13.12,  -5.17,  -6.57, -17.83
  1958,  68.37,  63.73,  70.95,  47.01,  51.50,  58.03
  1959,  18.15,  24.72,  25.62,  14.03,  13.76,  21.59
  1960,  -1.44,  -1.79,  -2.32,  -0.17,   7.22,   1.73
  1961,  36.25,  32.91,  36.13,  23.30,  31.56,  31.60
  1962, -22.97, -14.79,  -7.21, -19.68,  -8.20,  -6.81
  1963,   8.64,  18.17,  18.85,  14.18,  15.45,  29.18
  1964,  12.76,  18.06,  24.07,  13.70,  18.25,  24.77
  1965,  42.32,  44.31,  46.07,  18.78,  20.86,  33.08
  1966,  -1.01,  -9.79,  -6.49,  -5.04,  -7.25,  -5.24
  1967, 127.53,  87.66,  93.98,  29.88,  28.85,  41.07
  1968,  40.77,  42.26,  61.94,   9.31,  18.83,  28.65
  1969, -33.37, -28.43, -25.61,  -6.40, -15.91, -20.98
  1970, -23.92,  -7.48,   2.94, -13.13,   2.44,   8.41
  1971,  23.04,  21.22,  22.48,  27.43,  13.71,  10.24
  1972,  -1.50,   4.83,   7.51,  10.22,   8.80,  13.53
  1973, -42.92, -37.82, -32.63, -34.50, -23.34, -11.75
  1974, -29.41, -18.72, -19.33, -31.19, -22.04, -24.33
  1975,  82.58,  74.37,  75.57,  44.15,  55.14,  59.69
