This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative
CF/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
196807,    401,    325,    292,    198,    221,    132
196808,    401,    324,    292,    198,    221,    132
196809,    401,    324,    292,    198,    221,    131
196810,    401,    324,    292,    198,    221,    131
196811,    400,    324,    292,    198,    221,    130
196812,    400,    324,    291,    198,    220,    130
196901,    399,    324,    290,    198,    220,    130
196902,    399,    324,    290,    198,    220,    130
196903,    399,    324,    290,    198,    220,    129
196904,    398,    324,    290,    198,    220,    128
196905,    398,    324,    290,    196,    220,    128
196906,    397,    324,    290,    196,    220,    128
196907,    530,    355,    233,    179,    223,    174
196908,    528,    354,    233,    179,    223,    174
196909,    528,    354,    233,    179,    223,    174
196910,    528,    354,    233,    179,    223,    174
196911,    528,    354,    233,    179,    223,    174
196912,    528,    354,    233,    179,    223,    174
197001,    527,    354,    233,    179,    223,    174
197002,    527,    354,    233,    179,    223,    174
197003,    526,    354,    233,    179,    223,    174
197004,    525,    352,    233,    179,    223,    174
197005,    524,    348,    233,    179,    223,    174
197006,    521,    348,    232,    178,    223,    174
197007,    441,    436,    341,    220,    234,    148
197008,    440,    436,    340,    220,    233,    148
197009,    439,    436,    340,    220,    233,    148
197010,    438,    436,    338,    220,    233,    148
197011,    438,    435,    337,    219,    233,    148
197012,    437,    433,    336,    219,    233,    148
197101,    436,    432,    333,    218,    233,    148
197102,    435,    432,    333,    217,    232,    148
197103,    434,    431,    332,    217,    232,    148
197104,    433,    430,    330,    217,    232,    148
197105,    429,    430,    329,    216,    232,    148
197106,    426,    430,    329,    216,    232,    147
197107,    344,    397,    445,    241,    243,    128
197108,    344,    397,    443,    241,    243,    128
197109,    343,    397,    443,    241,    243,    128
197110,    343,    397,    443,    241,    243,    128
197111,    343,    395,    442,    241,    243,    128
197112,    343,    392,    442,    241,    243,    128
197201,    340,    392,    441,    241,    243,    128
197202,    340,    392,    441,    241,    243,    128
197203,    340,    391,    441,    241,    243,    128
197204,    340,    390,    441,    241,    243,    127
197205,    340,    390,    440,    241,    243,    127
197206,    340,    390,    438,    241,    243,    127
197207,    374,    446,    427,    255,    250,    155
197208,    373,    445,    426,    254,    250,    155
197209,    373,    444,    426,    254,    250,    155
197210,    371,    444,    426,    254,    250,    155
197211,    370,    444,    425,    254,    250,    155
197212,    369,    444,    425,    254,    250,    155
197301,    369,    444,    422,    254,    250,    155
197302,    367,    443,    422,    253,    249,    155
197303,    367,    442,    421,    253,    249,    155
197304,    367,    442,    420,    253,    249,    155
197305,    365,    441,    416,    252,    249,    155
197306,    365,    440,    416,    251,    249,    155
197307,    783,    839,    790,    369,    312,    153
197308,    782,    836,    790,    368,    312,    153
197309,    782,    835,    787,    367,    312,    153
197310,    781,    834,    786,    367,    312,    153
197311,    779,    832,    783,    367,    312,    152
197312,    775,    831,    783,    367,    312,    152
197401,    774,    827,    781,    366,    312,    152
197402,    772,    824,    780,    366,    311,    152
197403,    771,    823,    777,    366,    311,    152
197404,    770,    819,    776,    366,    311,    152
197405,    765,    816,    774,    366,    310,    152
197406,    763,    813,    767,    365,    310,    152
197407,    638,    846,    982,    398,    304,    121
197408,    636,    843,    977,    398,    303,    121
197409,    631,    842,    975,    398,    302,    121
197410,    629,    840,    969,    398,    302,    121
197411,    628,    839,    968,    398,    302,    121
197412,    626,    837,    964,    398,    301,    121
197501,    622,    835,    963,    398,    301,    121
197502,    621,    834,    961,    397,    301,    121
197503,    620,    834,    960,    397,    301,    121
197504,    620,    833,    957,    397,    301,    121
197505,    620,    832,    956,    397,    300,    121
197506,    615,    828,    950,    397,    299,    121
197507,    636,    903,   1109,    364,    308,    128
197508,    633,    903,   1108,    364,    307,    128
197509,    631,    903,   1106,    364,    307,    128
197510,    627,    901,   1105,    364,    307,    128
197511,    625,    900,   1103,    364,    307,    128
197512,    619,    896,   1099,    364,    307,    128
197601,    617,    892,   1095,    364,    307,    128
197602,    615,    891,   1093,    362,    307,    128
197603,    611,    889,   1089,    362,    307,    128
197604,    609,    887,   1084,    362,    307,    128
197605,    608,    886,   1080,    361,    306,    128
197606,    608,    882,   1078,    361,    305,    128
197607,    616,    821,   1142,    319,    320,    149
197608,    615,    815,   1137,    319,    320,    149
197609,    614,    815,   1131,    319,    320,    149
197610,    614,    813,   1129,    319,    320,    149
197611,    612,    812,   1126,    319,    320,    149
197612,    610,    808,   1123,    318,    320,    149
197701,    605,    807,   1117,    318,    320,    149
197702,    604,    805,   1115,    318,    319,    147
197703,    603,    803,   1112,    318,    318,    147
197704,    603,    801,   1110,    318,    318,    147
197705,    599,    798,   1102,    318,    318,    147
197706,    596,    797,   1101,    317,    318,    147
197707,    703,    815,   1254,    317,    328,    153
197708,    702,    813,   1246,    316,    328,    152
197709,    699,    809,   1241,    316,    327,    152
197710,    698,    804,   1235,    316,    326,    152
197711,    698,    803,   1231,    315,    326,    152
197712,    691,    803,   1225,    313,    326,    151
197801,    685,    798,   1214,    313,    325,    151
197802,    684,    796,   1207,    313,    325,    151
197803,    683,    791,   1204,    313,    325,    151
197804,    682,    786,   1196,    313,    325,    150
197805,    677,    779,   1192,    312,    323,    149
197806,    675,    771,   1178,    311,    323,    149
197807,    866,    834,   1048,    282,    319,    178
197808,    858,    829,   1043,    280,    317,    178
197809,    851,    828,   1038,    280,    316,    178
197810,    849,    826,   1033,    279,    315,    178
197811,    848,    821,   1029,    278,    314,    177
197812,    845,    818,   1024,    278,    314,    177
197901,    837,    812,   1017,    278,    313,    175
197902,    833,    809,   1012,    276,    312,    174
197903,    832,    806,   1008,    276,    311,    174
197904,    827,    801,   1000,    275,    311,    174
197905,    823,    800,    997,    274,    311,    173
197906,    815,    794,    991,    273,    310,    173
197907,   1077,    796,    905,    261,    320,    187
197908,   1072,    794,    896,    261,    320,    186
197909,   1065,    790,    894,    261,    318,    185
197910,   1062,    788,    891,    261,    318,    185
197911,   1055,    785,    886,    259,    318,    185
197912,   1053,    779,    881,    258,    317,    185
198001,   1045,    773,    874,    257,    316,    182
198002,   1040,    772,    870,    255,    316,    182
198003,   1036,    770,    865,    255,    315,    182
198004,   1031,    764,    860,    255,    315,    182
198005,   1025,    760,    855,    253,    315,    182
198006,   1023,    756,    852,    253,    315,    181
198007,   1070,    815,    791,    273,    312,    189
198008,   1060,    813,    788,    273,    311,    189
198009,   1047,    807,    786,    273,    309,    189
198010,   1044,    806,    783,    273,    309,    187
198011,   1043,    799,    780,    271,    309,    185
198012,   1039,    795,    777,    271,    309,    183
198101,   1032,    793,    772,    270,    309,    183
198102,   1025,    790,    765,    270,    309,    182
198103,   1021,    785,    761,    269,    309,    182
198104,   1015,    784,    760,    265,    309,    181
198105,   1013,    782,    759,    264,    307,    181
198106,   1008,    776,    754,    264,    305,    181
198107,   1130,    806,    729,    266,    316,    186
198108,   1126,    802,    727,    264,    314,    186
198109,   1124,    798,    724,    264,    312,    186
198110,   1121,    792,    721,    263,    312,    185
198111,   1118,    789,    720,    261,    312,    185
198112,   1112,    788,    714,    261,    310,    185
198201,   1109,    783,    710,    261,    309,    183
198202,   1102,    780,    706,    261,    308,    183
198203,   1098,    774,    704,    259,    306,    183
198204,   1096,    770,    699,    257,    304,    183
198205,   1091,    765,    697,    257,    304,    183
198206,   1087,    759,    693,    255,    304,    180
198207,   1325,    784,    660,    255,    306,    195
198208,   1322,    780,    658,    252,    305,    195
198209,   1317,    775,    653,    251,    304,    195
198210,   1312,    774,    647,    251,    303,    195
198211,   1305,    772,    643,    251,    301,    195
198212,   1298,    769,    640,    250,    300,    194
198301,   1287,    764,    631,    250,    297,    194
198302,   1280,    759,    631,    249,    296,    194
198303,   1276,    752,    630,    248,    296,    194
198304,   1273,    749,    628,    248,    296,    194
198305,   1269,    747,    622,    248,    296,    193
198306,   1261,    741,    621,    248,    296,    193
198307,   1085,    904,    559,    257,    280,    211
198308,   1082,    897,    555,    257,    280,    210
198309,   1079,    895,    552,    257,    279,    209
198310,   1077,    889,    549,    257,    279,    208
198311,   1074,    886,    547,    257,    279,    208
198312,   1070,    882,    545,    257,    278,    204
198401,   1066,    879,    539,    257,    276,    204
198402,   1059,    873,    534,    257,    275,    203
198403,   1056,    869,    530,    257,    275,    203
198404,   1050,    864,    528,    257,    274,    203
198405,   1048,    858,    525,    257,    274,    203
198406,   1042,    849,    522,    257,    273,    202
198407,   1396,    896,    538,    230,    288,    220
198408,   1392,    893,    535,    228,    287,    220
198409,   1387,    890,    529,    225,    286,    220
198410,   1382,    881,    525,    223,    285,    219
198411,   1377,    873,    522,    222,    282,    217
198412,   1372,    865,    519,    222,    281,    216
198501,   1364,    857,    514,    221,    279,    216
198502,   1357,    845,    511,    221,    277,    216
198503,   1350,    841,    509,    220,    276,    216
198504,   1343,    838,    504,    220,    276,    216
198505,   1335,    831,    498,    220,    275,    215
198506,   1318,    825,    494,    218,    275,    214
198507,   1279,    924,    608,    238,    314,    212
198508,   1271,    920,    604,    236,    313,    212
198509,   1267,    917,    600,    232,    311,    210
198510,   1259,    912,    594,    230,    311,    210
198511,   1252,    907,    585,    230,    307,    210
198512,   1244,    900,    584,    229,    304,    209
198601,   1238,    897,    581,    229,    301,    209
198602,   1235,    890,    579,    228,    301,    208
198603,   1226,    881,    576,    227,    300,    208
198604,   1217,    875,    573,    226,    298,    204
198605,   1208,    871,    569,    224,    297,    204
198606,   1198,    864,    565,    224,    294,    204
198607,   1129,    919,    558,    233,    327,    206
198608,   1123,    914,    553,    233,    325,    205
198609,   1117,    907,    551,    232,    324,    204
198610,   1109,    902,    549,    230,    322,    204
198611,   1098,    896,    547,    229,    319,    203
198612,   1088,    877,    526,    227,    315,    202
198701,   1079,    872,    519,    227,    312,    202
198702,   1074,    868,    519,    227,    310,    201
198703,   1071,    862,    515,    226,    309,    200
198704,   1069,    853,    513,    225,    309,    199
198705,   1064,    850,    511,    224,    309,    199
198706,   1060,    847,    507,    223,    308,    197
198707,   1139,    872,    709,    223,    316,    201
198708,   1129,    866,    705,    221,    316,    201
198709,   1125,    865,    699,    220,    315,    200
198710,   1121,    860,    689,    219,    313,    200
198711,   1113,    854,    683,    219,    311,    199
198712,   1107,    845,    682,    219,    311,    197
198801,   1101,    839,    680,    219,    309,    197
198802,   1088,    834,    675,    219,    309,    197
198803,   1081,    828,    667,    218,    306,    195
198804,   1074,    823,    658,    218,    306,    193
198805,   1064,    816,    647,    216,    306,    193
198806,   1054,    808,    640,    216,    302,    192
198807,   1103,    934,    773,    272,    292,    188
198808,   1095,    927,    764,    271,    292,    187
198809,   1079,    920,    756,    271,    291,    187
198810,   1073,    912,    750,    270,    290,    187
198811,   1061,    905,    744,    268,    289,    187
198812,   1048,    897,    735,    266,    286,    186
198901,   1040,    890,    731,    265,    284,    184
198902,   1033,    884,    727,    265,    284,    184
198903,   1026,    877,    721,    263,    284,    184
198904,   1023,    872,    716,    262,    284,    182
198905,   1014,    864,    708,    260,    282,    182
198906,   1006,    858,    700,    259,    281,    180
198907,   1125,    907,    659,    218,    309,    209
198908,   1118,    901,    654,    217,    306,    209
198909,   1112,    896,    650,    217,    306,    209
198910,   1105,    891,    647,    216,    306,    208
198911,   1095,    882,    641,    216,    306,    207
198912,   1088,    881,    638,    214,    304,    207
199001,   1080,    877,    632,    211,    303,    206
199002,   1076,    875,    626,    211,    303,    205
199003,   1072,    872,    623,    211,    303,    204
199004,   1065,    868,    622,    211,    302,    204
199005,   1061,    863,    620,    211,    302,    204
199006,   1053,    859,    614,    211,    301,    203
199007,   1009,    862,    758,    259,    307,    172
199008,   1001,    860,    753,    258,    304,    171
199009,    998,    859,    750,    258,    301,    171
199010,    993,    854,    746,    257,    301,    171
199011,    988,    851,    742,    257,    299,    171
199012,    987,    848,    738,    256,    299,    171
199101,    986,    845,    734,    256,    299,    170
199102,    981,    843,    734,    256,    299,    170
199103,    978,    842,    732,    256,    298,    170
199104,    971,    838,    730,    256,    298,    170
199105,    968,    838,    729,    256,    297,    170
199106,    963,    836,    726,    256,    297,    170
199107,    841,    744,    914,    279,    316,    160
199108,    839,    743,    909,    278,    316,    160
199109,    838,    742,    906,    278,    315,    160
199110,    833,    741,    904,    278,    315,    160
199111,    832,    738,    898,    278,    315,    160
199112,    828,    738,    897,    278,    314,    160
199201,    824,    736,    894,    277,    313,    160
199202,    819,    734,    891,    277,    313,    160
199203,    814,    731,    888,    277,    313,    160
199204,    808,    728,    885,    276,    312,    160
199205,    799,    728,    880,    276,    311,    160
199206,    792,    725,    872,    276,    311,    158
199207,    946,    739,    851,    283,    319,    183
199208,    940,    736,    846,    283,    319,    183
199209,    939,    735,    844,    281,    319,    183
199210,    934,    734,    837,    281,    318,    182
199211,    930,    733,    834,    281,    318,    182
199212,    926,    733,    830,    281,    318,    182
199301,    924,    730,    826,    281,    317,    182
199302,    920,    729,    823,    281,    317,    182
199303,    917,    726,    819,    279,    316,    182
199304,    915,    726,    816,    279,    316,    182
199305,    912,    724,    812,    279,    316,    182
199306,    908,    723,    808,    279,    316,    182
199307,   1050,    866,    860,    307,    335,    201
199308,   1046,    863,    859,    307,    335,    201
199309,   1041,    861,    857,    307,    335,    201
199310,   1039,    857,    855,    307,    331,    201
199311,   1038,    855,    850,    306,    331,    201
199312,   1035,    852,    841,    306,    331,    201
199401,   1033,    848,    840,    306,    330,    200
199402,   1027,    847,    837,    306,    329,    200
199403,   1024,    843,    835,    306,    328,    200
199404,   1020,    839,    829,    306,    328,    199
199405,   1016,    838,    824,    306,    328,    199
199406,   1007,    836,    822,    306,    328,    199
199407,   1342,   1176,   1048,    327,    355,    226
199408,   1337,   1172,   1038,    325,    353,    226
199409,   1325,   1170,   1032,    324,    352,    224
199410,   1319,   1166,   1027,    323,    352,    222
199411,   1312,   1159,   1019,    323,    352,    222
199412,   1305,   1150,   1011,    321,    351,    221
199501,   1299,   1138,   1003,    320,    351,    221
199502,   1296,   1126,   1000,    319,    349,    221
199503,   1282,   1120,    994,    318,    346,    220
199504,   1272,   1118,    990,    318,    345,    219
199505,   1264,   1113,    982,    317,    342,    218
199506,   1260,   1103,    980,    316,    341,    218
199507,   1508,   1147,   1074,    411,    366,    226
199508,   1503,   1143,   1067,    411,    364,    226
199509,   1494,   1139,   1063,    409,    363,    224
199510,   1484,   1134,   1056,    408,    362,    224
199511,   1476,   1129,   1049,    407,    360,    223
199512,   1469,   1126,   1035,    406,    356,    222
199601,   1459,   1114,   1021,    403,    355,    218
199602,   1449,   1107,   1010,    401,    353,    218
199603,   1441,   1100,   1000,    399,    350,    218
199604,   1431,   1092,    992,    398,    348,    216
199605,   1420,   1084,    987,    398,    347,    215
199606,   1406,   1082,    982,    398,    347,    215
199607,   1573,   1202,   1034,    424,    400,    215
199608,   1562,   1194,   1024,    423,    400,    214
199609,   1554,   1188,   1017,    421,    398,    214
199610,   1542,   1184,   1010,    420,    397,    214
199611,   1529,   1179,   1008,    419,    397,    214
199612,   1514,   1174,   1001,    419,    393,    212
199701,   1507,   1163,    993,    416,    391,    210
199702,   1497,   1154,    990,    414,    391,    209
199703,   1490,   1144,    978,    414,    390,    208
199704,   1476,   1140,    974,    413,    389,    207
199705,   1466,   1135,    968,    411,    387,    206
199706,   1450,   1125,    961,    408,    382,    205
199707,   1567,   1263,    993,    462,    422,    221
199708,   1553,   1249,    989,    459,    416,    218
199709,   1541,   1243,    984,    457,    413,    217
199710,   1531,   1234,    975,    453,    411,    215
199711,   1519,   1225,    965,    452,    410,    213
199712,   1499,   1203,    954,    450,    407,    213
199801,   1487,   1195,    944,    449,    404,    213
199802,   1473,   1187,    936,    449,    401,    212
199803,   1458,   1173,    929,    447,    398,    212
199804,   1442,   1160,    921,    445,    396,    210
199805,   1429,   1148,    916,    444,    394,    208
199806,   1413,   1143,    901,    440,    390,    204
199807,   1513,   1155,   1027,    485,    381,    214
199808,   1491,   1146,   1022,    482,    379,    212
199809,   1479,   1142,   1014,    478,    376,    211
199810,   1461,   1132,   1005,    474,    369,    210
199811,   1452,   1127,   1002,    471,    367,    209
199812,   1436,   1118,    993,    469,    365,    209
199901,   1421,   1110,    980,    463,    363,    208
199902,   1415,   1098,    965,    463,    362,    208
199903,   1394,   1083,    952,    462,    359,    206
199904,   1383,   1075,    942,    458,    358,    205
199905,   1372,   1067,    931,    456,    356,    204
199906,   1358,   1054,    917,    453,    350,    203
199907,   1007,   1193,   1154,    504,    385,    159
199908,    999,   1178,   1143,    500,    382,    156
199909,    991,   1166,   1129,    499,    380,    155
199910,    988,   1156,   1117,    495,    374,    153
199911,    972,   1141,   1108,    489,    370,    153
199912,    965,   1124,   1094,    485,    368,    153
200001,    952,   1117,   1084,    480,    366,    153
200002,    940,   1102,   1075,    478,    366,    152
200003,    927,   1080,   1062,    475,    366,    151
200004,    920,   1063,   1054,    471,    365,    150
200005,    906,   1059,   1040,    470,    364,    149
200006,    897,   1046,   1020,    465,    361,    147
200007,    976,   1180,    958,    571,    332,    137
200008,    969,   1173,    951,    566,    331,    135
200009,    957,   1157,    945,    562,    326,    135
200010,    945,   1145,    930,    556,    323,    135
200011,    940,   1131,    918,    556,    318,    133
200012,    930,   1120,    908,    556,    315,    130
200101,    915,   1109,    897,    555,    312,    129
200102,    904,   1103,    886,    553,    308,    127
200103,    899,   1091,    880,    550,    306,    126
200104,    887,   1082,    871,    546,    306,    125
200105,    875,   1075,    857,    546,    305,    125
200106,    867,   1070,    845,    540,    302,    125
200107,    737,   1111,    997,    467,    341,    126
200108,    730,   1098,    985,    462,    339,    125
200109,    727,   1095,    973,    462,    338,    124
200110,    722,   1084,    967,    462,    336,    122
200111,    717,   1077,    953,    460,    334,    121
200112,    709,   1064,    947,    458,    332,    120
200201,    704,   1058,    941,    456,    330,    118
200202,    698,   1055,    930,    454,    330,    118
200203,    693,   1045,    921,    454,    329,    117
200204,    690,   1040,    912,    454,    329,    117
200205,    686,   1037,    903,    453,    329,    116
200206,    684,   1033,    890,    453,    328,    116
200207,    696,    954,    771,    352,    323,    138
200208,    694,    949,    768,    351,    323,    137
200209,    691,    946,    765,    351,    323,    136
200210,    690,    939,    760,    350,    323,    136
200211,    690,    934,    755,    349,    323,    135
200212,    689,    933,    749,    348,    323,    135
200301,    679,    929,    742,    347,    322,    135
200302,    678,    927,    741,    346,    322,    135
200303,    671,    918,    737,    345,    320,    135
200304,    667,    917,    733,    344,    320,    134
200305,    666,    912,    727,    344,    320,    134
200306,    664,    909,    724,    343,    320,    134
200307,    809,    921,    730,    349,    325,    136
200308,    804,    915,    724,    346,    324,    136
200309,    802,    914,    718,    345,    323,    136
200310,    799,    910,    711,    345,    323,    136
200311,    795,    905,    705,    343,    322,    136
200312,    792,    898,    700,    343,    322,    136
200401,    786,    891,    694,    343,    321,    136
200402,    783,    885,    688,    341,    321,    136
200403,    780,    884,    683,    341,    319,    136
200404,    772,    877,    677,    339,    319,    136
200405,    766,    870,    670,    339,    318,    136
200406,    760,    860,    668,    338,    318,    136
200407,   1021,    843,    582,    328,    324,    177
200408,   1015,    841,    577,    327,    323,    177
200409,   1011,    837,    572,    327,    321,    177
200410,   1000,    836,    569,    326,    320,    176
200411,    995,    831,    564,    326,    319,    176
200412,    991,    831,    557,    325,    317,    176
200501,    985,    819,    551,    324,    317,    176
200502,    980,    815,    546,    324,    317,    176
200503,    977,    809,    542,    324,    315,    174
200504,    971,    806,    538,    323,    314,    173
200505,    960,    802,    533,    323,    314,    172
200506,    955,    800,    530,    323,    313,    170
200507,   1217,    824,    531,    332,    321,    199
200508,   1209,    821,    527,    330,    318,    195
200509,   1205,    817,    524,    330,    317,    195
200510,   1196,    811,    524,    329,    315,    195
200511,   1190,    808,    522,    329,    314,    194
200512,   1184,    805,    513,    328,    312,    193
200601,   1170,    803,    511,    326,    310,    192
200602,   1158,    799,    509,    324,    308,    192
200603,   1152,    795,    505,    322,    305,    192
200604,   1142,    793,    502,    320,    303,    190
200605,   1136,    788,    497,    318,    303,    189
200606,   1131,    787,    494,    316,    300,    188
200607,   1191,    837,    548,    314,    323,    176
200608,   1185,    833,    544,    314,    322,    174
200609,   1184,    828,    538,    314,    322,    174
200610,   1177,    823,    534,    314,    320,    173
200611,   1174,    816,    528,    313,    315,    172
200612,   1161,    810,    524,    312,    314,    170
200701,   1148,    801,    519,    311,    314,    168
200702,   1139,    795,    515,    309,    314,    168
200703,   1131,    791,    511,    307,    313,    167
200704,   1117,    786,    506,    306,    311,    167
200705,   1112,    778,    501,    306,    309,    166
200706,   1103,    769,    495,    305,    308,    166
200707,   1187,    798,    498,    289,    287,    211
200708,   1176,    790,    493,    288,    285,    210
200709,   1170,    782,    488,    286,    284,    209
200710,   1155,    778,    485,    281,    281,    207
200711,   1148,    769,    482,    277,    279,    205
200712,   1140,    764,    478,    276,    276,    204
200801,   1136,    757,    475,    275,    276,    204
200802,   1119,    752,    474,    275,    276,    204
200803,   1111,    749,    473,    273,    276,    204
200804,   1104,    744,    472,    272,    276,    203
200805,   1093,    740,    470,    271,    276,    203
200806,   1089,    736,    469,    271,    275,    202
200807,    987,    783,    562,    312,    305,    163
200808,    982,    778,    558,    311,    305,    161
200809,    979,    775,    557,    310,    303,    158
200810,    968,    772,    552,    310,    301,    158
200811,    961,    770,    547,    308,    299,    158
200812,    953,    766,    542,    308,    299,    156
200901,    946,    764,    540,    306,    298,    155
200902,    940,    764,    538,    306,    298,    154
200903,    934,    760,    535,    305,    298,    154
200904,    927,    757,    532,    305,    297,    154
200905,    924,    755,    531,    305,    297,    154
200906,    917,    754,    530,    305,    297,    154
200907,    809,    491,    500,    284,    271,    149
200908,    806,    489,    499,    284,    271,    149
200909,    802,    487,    497,    284,    271,    149
200910,    796,    486,    493,    283,    268,    149
200911,    794,    482,    487,    282,    267,    148
200912,    790,    478,    486,    281,    267,    148
201001,    786,    477,    484,    281,    265,    147
201002,    782,    477,    482,    281,    263,    146
201003,    779,    477,    476,    280,    261,    145
201004,    773,    475,    475,    280,    261,    143
201005,    770,    474,    474,    280,    261,    143
201006,    767,    473,    474,    279,    260,    142
201007,    657,    531,    451,    286,    303,    152
201008,    654,    526,    448,    285,    303,    152
201009,    653,    525,    447,    285,    302,    152
201010,    647,    524,    445,    285,    299,    152
201011,    641,    521,    440,    285,    299,    150
201012,    639,    516,    436,    285,    299,    150
201101,    636,    513,    434,    285,    297,    150
201102,    635,    510,    430,    285,    297,    149
201103,    632,    509,    426,    283,    295,    149
201104,    626,    505,    420,    282,    295,    148
201105,    622,    504,    412,    280,    295,    148
201106,    615,    501,    409,    278,    290,    148
201107,    785,    624,    529,    286,    327,    172
201108,    781,    621,    529,    286,    326,    172
201109,    778,    620,    525,    285,    324,    171
201110,    776,    616,    520,    285,    322,    171
201111,    773,    612,    517,    284,    321,    170
201112,    771,    609,    515,    282,    319,    170
201201,    767,    605,    513,    282,    319,    169
201202,    762,    604,    511,    282,    318,    168
201203,    760,    602,    506,    282,    317,    167
201204,    755,    601,    501,    281,    316,    167
201205,    750,    599,    498,    281,    315,    166
201206,    748,    592,    493,    281,    314,    166
201207,    724,    587,    549,    295,    343,    173
201208,    719,    583,    546,    294,    343,    172
201209,    716,    581,    541,    293,    343,    172
201210,    711,    574,    538,    292,    343,    172
201211,    709,    573,    534,    292,    343,    171
201212,    701,    568,    532,    291,    342,    171
201301,    699,    565,    530,    289,    342,    171
201302,    698,    562,    525,    289,    342,    171
201303,    694,    560,    525,    289,    341,    171
201304,    688,    558,    521,    289,    341,    171
201305,    682,    557,    520,    289,    341,    169
201306,    676,    556,    515,    288,    339,    169
201307,    647,    612,    508,    288,    319,    185
201308,    646,    609,    504,    288,    319,    185
201309,    642,    606,    504,    288,    318,    184
201310,    636,    604,    498,    288,    318,    183
201311,    631,    596,    495,    288,    317,    183
201312,    630,    594,    492,    288,    316,    181
201401,    627,    589,    491,    287,    315,    181
201402,    623,    585,    483,    286,    315,    181
201403,    621,    585,    479,    286,    315,    181
201404,    619,    582,    476,    286,    315,    181
201405,    617,    579,    475,    285,    314,    181
201406,    616,    575,    473,    285,    314,    181
201407,    707,    596,    432,    279,    336,    210
201408,    705,    595,    431,    279,    334,    210
201409,    702,    594,    430,    278,    334,    210
201410,    697,    593,    427,    278,    334,    209
201411,    693,    591,    424,    277,    332,    209
201412,    688,    587,    422,    275,    332,    209
201501,    682,    586,    421,    273,    332,    209
201502,    679,    584,    417,    273,    331,    208
201503,    673,    582,    417,    272,    329,    208
201504,    671,    581,    416,    270,    328,    208
201505,    670,    579,    416,    269,    328,    206
201506,    669,    577,    414,    269,    327,    205
201507,    629,    610,    441,    334,    357,    175
201508,    626,    608,    438,    331,    357,    175
201509,    623,    607,    436,    330,    357,    175
201510,    615,    606,    433,    329,    357,    174
201511,    611,    604,    433,    327,    356,    174
201512,    605,    600,    430,    325,    355,    174
201601,    601,    596,    427,    325,    353,    174
201602,    600,    592,    425,    322,    351,    174
201603,    597,    590,    422,    319,    350,    173
201604,    594,    588,    422,    317,    349,    172
201605,    589,    581,    419,    317,    347,    170
201606,    589,    577,    416,    317,    347,    169
201607,    566,    570,    418,    313,    327,    175
201608,    565,    566,    417,    313,    325,    175
201609,    559,    561,    414,    311,    323,    173
201610,    556,    559,    413,    310,    321,    173
201611,    553,    556,    413,    310,    321,    172
201612,    551,    555,    412,    307,    320,    171
201701,    548,    554,    410,    307,    318,    171
201702,    544,    551,    408,    305,    317,    171
201703,    541,    545,    406,    305,    315,    171
201704,    535,    540,    403,    304,    314,    171
201705,    528,    538,    402,    304,    313,    171
201706,    525,    535,    397,    303,    310,    171
201707,    581,    477,    401,    314,    332,    176
201708,    579,    476,    396,    314,    332,    175
201709,    576,    474,    394,    314,    327,    174
201710,    569,    471,    387,    314,    325,    174
201711,    564,    468,    385,    314,    322,    174
201712,    559,    466,    379,    313,    322,    174
201801,    557,    463,    377,    313,    322,    174
201802,    553,    462,    374,    313,    322,    173
201803,    551,    460,    372,    312,    321,    171


  Average Firm Size
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
195107,        9.80,       13.95,       12.85,      316.72,      286.94,      113.13
195108,       10.13,       14.86,       13.58,      334.08,      309.77,      123.70
195109,       10.81,       15.53,       14.16,      343.66,      325.00,      131.14
195110,       10.80,       15.68,       14.24,      341.55,      325.69,      130.55
195111,       10.62,       15.53,       13.92,      325.71,      320.83,      128.05
195112,       10.58,       15.64,       13.87,      324.31,      319.37,      126.40
195201,       10.55,       15.78,       13.94,      336.81,      332.10,      129.24
195202,       10.62,       15.98,       13.99,      334.19,      339.40,      134.57
195203,       10.19,       15.53,       13.66,      322.77,      325.99,      126.76
195204,       10.26,       15.47,       13.95,      327.04,      348.15,      134.91
195205,        9.89,       14.57,       13.24,      312.63,      327.22,      124.43
195206,        9.93,       14.88,       13.45,      321.03,      336.23,      127.35
195207,       12.14,       14.63,       13.88,      360.38,      203.60,      168.52
195208,       12.27,       14.74,       14.02,      364.87,      205.51,      168.28
195209,       12.16,       14.71,       13.93,      362.43,      201.67,      163.69
195210,       11.90,       14.59,       13.63,      356.61,      196.83,      156.50
195211,       11.67,       14.36,       13.37,      355.06,      195.51,      157.31
195212,       12.44,       14.82,       14.18,      378.43,      202.64,      163.40
