This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and OP.

The portfolios are constructed at the end of June.  OP is operating profits (sales - cost
of goods sold - selling, general and administrative expenses - interest expense) divided by book
at the last fiscal year end of the prior calendar year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
197704,   1140,    918,    919,    171,    338,    288
197705,   1133,    916,    910,    171,    338,    288
197706,   1129,    915,    909,    170,    338,    288
197707,   1141,    994,    966,    197,    326,    275
197708,   1138,    992,    960,    197,    325,    274
197709,   1133,    989,    956,    197,    324,    274
197710,   1126,    986,    951,    197,    323,    274
197711,   1122,    985,    950,    197,    323,    273
197712,   1113,    979,    947,    196,    321,    273
197801,   1101,    972,    940,    196,    320,    273
197802,   1095,    969,    939,    196,    320,    273
197803,   1090,    965,    937,    196,    320,    273
197804,   1086,    959,    932,    196,    319,    273
197805,   1082,    951,    925,    195,    317,    272
197806,   1073,    944,    915,    195,    317,    271
197807,   1190,    970,    900,    195,    316,    271
197808,   1179,    966,    894,    195,    313,    270
197809,   1173,    962,    889,    194,    313,    270
197810,   1165,    958,    888,    194,    313,    268
197811,   1160,    955,    884,    192,    312,    268
197812,   1153,    951,    878,    192,    312,    268
197901,   1142,    942,    874,    192,    311,    266
197902,   1136,    939,    869,    190,    310,    265
197903,   1129,    937,    867,    190,    309,    265
197904,   1124,    928,    862,    190,    308,    265
197905,   1120,    925,    859,    190,    306,    265
197906,   1109,    918,    853,    189,    306,    264
197907,   1175,    978,    891,    204,    318,    252
197908,   1170,    969,    886,    204,    318,    251
197909,   1161,    966,    884,    202,    317,    251
197910,   1157,    965,    881,    202,    317,    251
197911,   1148,    961,    876,    201,    316,    251
197912,   1141,    954,    873,    201,    316,    249
198001,   1135,    941,    868,    199,    314,    248
198002,   1129,    936,    865,    198,    314,    247
198003,   1121,    932,    864,    197,    314,    247
198004,   1110,    926,    863,    197,    314,    247
198005,   1102,    922,    857,    195,    314,    247
198006,   1094,    916,    855,    195,    313,    247
198007,   1181,    961,    885,    200,    320,    258
198008,   1174,    958,    879,    200,    319,    258
198009,   1164,    951,    872,    200,    317,    258
198010,   1157,    950,    871,    200,    315,    258
198011,   1153,    948,    866,    197,    315,    257
198012,   1145,    946,    862,    197,    313,    257
198101,   1134,    943,    854,    197,    312,    257
198102,   1126,    939,    846,    196,    312,    257
198103,   1119,    934,    842,    196,    311,    257
198104,   1110,    929,    842,    195,    309,    255
198105,   1106,    928,    840,    194,    308,    254
198106,   1096,    921,    836,    193,    308,    253
198107,   1274,   1006,    933,    190,    291,    295
198108,   1270,   1003,    929,    189,    290,    293
198109,   1261,   1001,    924,    189,    288,    293
198110,   1253,    994,    922,    188,    288,    292
198111,   1249,    990,    919,    187,    288,    291
198112,   1243,    985,    913,    187,    287,    290
198201,   1236,    983,    908,    187,    285,    289
198202,   1227,    981,    902,    186,    285,    289
198203,   1216,    979,    898,    186,    282,    288
198204,   1205,    974,    895,    184,    281,    287
198205,   1198,    970,    891,    184,    281,    287
198206,   1189,    965,    888,    181,    279,    287
198207,   1531,    987,    838,    176,    312,    277
198208,   1523,    985,    837,    175,    311,    275
198209,   1507,    981,    830,    175,    309,    275
198210,   1496,    978,    826,    175,    309,    274
198211,   1477,    974,    822,    174,    309,    273
198212,   1470,    968,    819,    173,    307,    273
198301,   1454,    959,    812,    172,    306,    272
198302,   1445,    955,    807,    171,    305,    272
198303,   1437,    951,    802,    171,    305,    271
198304,   1427,    949,    799,    171,    305,    271
198305,   1410,    945,    797,    170,    305,    271
198306,   1392,    941,    796,    170,    305,    271
198307,   1626,   1011,    851,    177,    321,    290
198308,   1611,   1008,    846,    177,    321,    289
198309,   1604,   1001,    844,    176,    320,    288
198310,   1600,    996,    840,    176,    320,    287
198311,   1590,    994,    838,    176,    320,    287
198312,   1580,    991,    833,    174,    319,    285
198401,   1562,    986,    826,    174,    318,    284
198402,   1548,    978,    822,    174,    317,    283
198403,   1539,    975,    817,    174,    317,    283
198404,   1524,    972,    815,    174,    316,    283
198405,   1509,    969,    811,    174,    316,    283
198406,   1490,    960,    804,    174,    315,    282
198407,   1793,   1051,    971,    178,    323,    270
198408,   1781,   1050,    967,    177,    322,    269
198409,   1752,   1045,    960,    176,    319,    269
198410,   1732,   1035,    954,    175,    318,    266
198411,   1705,   1029,    950,    172,    316,    265
198412,   1687,   1025,    946,    172,    316,    263
198501,   1666,   1015,    940,    172,    315,    261
198502,   1648,   1007,    939,    172,    314,    260
198503,   1637,    999,    936,    171,    314,    259
198504,   1620,    994,    934,    171,    314,    259
198505,   1603,    985,    921,    170,    313,    258
198506,   1579,    976,    911,    169,    312,    257
198507,   1899,   1036,    886,    162,    319,    308
198508,   1869,   1033,    882,    162,    318,    306
198509,   1847,   1032,    880,    160,    315,    303
198510,   1824,   1025,    873,    159,    314,    303
198511,   1798,   1017,    866,    159,    311,    302
198512,   1771,   1010,    861,    159,    308,    300
198601,   1740,   1006,    858,    158,    306,    300
198602,   1725,   1002,    854,    158,    306,    298
198603,   1701,    998,    845,    157,    305,    298
198604,   1681,    991,    841,    154,    304,    295
198605,   1659,    985,    834,    153,    302,    295
198606,   1641,    980,    826,    152,    302,    293
198607,   1959,    940,    920,    150,    318,    344
198608,   1941,    936,    913,    150,    317,    342
198609,   1915,    932,    907,    148,    317,    341
198610,   1887,    926,    904,    148,    313,    340
198611,   1850,    917,    900,    147,    313,    337
198612,   1819,    901,    878,    146,    309,    335
198701,   1801,    896,    869,    146,    309,    332
198702,   1796,    890,    868,    146,    308,    330
198703,   1778,    882,    865,    146,    306,    329
198704,   1767,    875,    862,    145,    305,    329
198705,   1754,    873,    857,    144,    305,    329
198706,   1736,    868,    855,    143,    304,    327
198707,   2075,    964,   1047,    154,    316,    316
198708,   2059,    954,   1042,    153,    315,    315
198709,   2038,    952,   1038,    152,    315,    313
198710,   2015,    944,   1029,    150,    315,    312
198711,   1991,    937,   1023,    150,    314,    310
198712,   1964,    929,   1017,    150,    313,    309
198801,   1945,    924,   1014,    150,    312,    308
198802,   1915,    919,   1005,    150,    312,    308
198803,   1900,    910,    994,    150,    310,    304
198804,   1876,    906,    985,    150,    309,    303
198805,   1844,    898,    975,    149,    308,    302
198806,   1826,    892,    967,    149,    305,    300
198807,   2136,    976,    965,    151,    315,    321
198808,   2105,    970,    956,    151,    314,    320
198809,   2082,    960,    946,    151,    314,    319
198810,   2065,    954,    937,    150,    313,    318
198811,   2036,    945,    930,    149,    312,    317
198812,   1998,    938,    917,    148,    309,    315
198901,   1979,    931,    910,    146,    308,    312
198902,   1960,    924,    904,    146,    308,    312
198903,   1938,    917,    895,    145,    307,    312
198904,   1924,    912,    889,    143,    306,    312
198905,   1902,    903,    880,    143,    306,    308
198906,   1882,    891,    872,    143,    305,    305
198907,   2110,    990,    809,    137,    308,    305
198908,   2087,    986,    801,    136,    307,    303
198909,   2062,    983,    795,    136,    307,    303
198910,   2043,    978,    792,    136,    306,    302
198911,   2024,    969,    785,    134,    306,    302
198912,   2010,    962,    783,    133,    306,    300
199001,   1992,    951,    779,    132,    305,    296
199002,   1971,    948,    775,    132,    305,    296
199003,   1950,    944,    773,    132,    305,    295
199004,   1924,    943,    770,    132,    304,    295
199005,   1901,    936,    767,    132,    304,    295
199006,   1866,    932,    762,    132,    303,    294
199007,   2010,    998,    795,    156,    312,    309
199008,   1990,    993,    792,    156,    310,    306
199009,   1975,    990,    790,    156,    309,    304
199010,   1959,    985,    783,    156,    308,    304
199011,   1943,    981,    779,    155,    307,    304
199012,   1929,    979,    776,    155,    307,    303
199101,   1912,    975,    773,    155,    307,    302
199102,   1897,    974,    769,    155,    307,    302
199103,   1877,    972,    767,    155,    307,    301
199104,   1850,    967,    764,    155,    307,    301
199105,   1827,    967,    763,    155,    306,    301
199106,   1816,    964,    760,    155,    306,    301
199107,   1955,    961,    824,    142,    333,    328
199108,   1938,    957,    823,    141,    333,    328
199109,   1929,    955,    821,    141,    333,    327
199110,   1912,    952,    819,    140,    333,    327
199111,   1894,    947,    817,    140,    333,    327
199112,   1868,    946,    814,    138,    332,    327
199201,   1849,    945,    813,    138,    330,    327
199202,   1828,    943,    808,    138,    330,    327
199203,   1811,    939,    803,    137,    330,    327
199204,   1789,    935,    797,    136,    330,    326
199205,   1756,    930,    793,    136,    330,    325
199206,   1720,    926,    786,    136,    330,    323
199207,   1817,   1045,    911,    161,    337,    362
199208,   1787,   1040,    908,    161,    337,    362
199209,   1776,   1039,    907,    161,    336,    361
199210,   1759,   1036,    898,    161,    335,    360
199211,   1748,   1032,    896,    161,    335,    360
199212,   1738,   1031,    890,    160,    335,    360
199301,   1729,   1027,    886,    160,    335,    359
199302,   1715,   1023,    886,    160,    335,    359
199303,   1702,   1016,    882,    159,    334,    358
199304,   1695,   1015,    879,    159,    334,    358
199305,   1685,   1011,    876,    159,    334,    358
199306,   1669,   1008,    873,    159,    334,    358
199307,   1983,   1125,    897,    183,    372,    349
199308,   1969,   1121,    893,    183,    372,    349
199309,   1960,   1120,    889,    183,    372,    349
199310,   1956,   1117,    884,    182,    369,    348
199311,   1951,   1115,    878,    181,    368,    348
199312,   1941,   1107,    874,    180,    368,    348
199401,   1927,   1106,    872,    178,    367,    348
199402,   1911,   1104,    868,    178,    367,    347
199403,   1904,   1099,    867,    178,    367,    346
199404,   1891,   1095,    863,    178,    366,    346
199405,   1872,   1090,    861,    178,    366,    346
199406,   1853,   1083,    860,    178,    366,    346
199407,   2515,   1451,   1066,    165,    404,    397
199408,   2500,   1440,   1064,    163,    403,    396
199409,   2477,   1435,   1057,    163,    402,    393
199410,   2459,   1429,   1055,    163,    402,    390
199411,   2440,   1421,   1048,    163,    401,    390
199412,   2420,   1408,   1041,    162,    400,    388
199501,   2399,   1398,   1029,    161,    399,    388
199502,   2384,   1391,   1019,    161,    396,    388
199503,   2361,   1383,   1010,    161,    394,    385
199504,   2340,   1379,   1007,    161,    394,    383
199505,   2315,   1372,   1003,    158,    393,    380
199506,   2288,   1363,    998,    158,    393,    380
199507,   2784,   1418,    950,    189,    418,    423
199508,   2762,   1411,    945,    189,    417,    422
199509,   2739,   1407,    942,    189,    414,    420
199510,   2713,   1397,    935,    189,    413,    419
199511,   2692,   1385,    930,    189,    410,    418
199512,   2674,   1373,    925,    188,    410,    414
199601,   2644,   1361,    914,    186,    406,    412
199602,   2623,   1351,    906,    186,    403,    411
199603,   2606,   1343,    901,    186,    399,    410
199604,   2593,   1329,    895,    186,    398,    406
199605,   2575,   1316,    890,    186,    398,    404
199606,   2552,   1312,    885,    186,    398,    404
199607,   3080,   1389,    884,    218,    471,    401
199608,   3051,   1378,    881,    217,    470,    400
199609,   3032,   1371,    876,    215,    467,    400
199610,   3008,   1362,    872,    215,    467,    398
199611,   2986,   1351,    870,    213,    467,    398
199612,   2956,   1341,    864,    210,    464,    397
199701,   2935,   1332,    854,    208,    460,    395
199702,   2915,   1324,    847,    207,    460,    394
199703,   2887,   1308,    841,    206,    459,    394
199704,   2862,   1301,    839,    206,    458,    392
199705,   2843,   1294,    834,    205,    456,    390
199706,   2814,   1278,    830,    201,    452,    389
199707,   3304,   1401,    847,    274,    478,    406
199708,   3267,   1390,    841,    272,    472,    403
199709,   3240,   1378,    838,    269,    468,    402
199710,   3207,   1364,    833,    267,    464,    400
199711,   3185,   1349,    825,    266,    462,    399
199712,   3141,   1331,    809,    264,    459,    399
199801,   3106,   1319,    801,    263,    455,    398
199802,   3071,   1307,    796,    260,    455,    397
199803,   3027,   1296,    786,    258,    454,    395
199804,   2997,   1275,    782,    257,    451,    393
199805,   2960,   1266,    773,    256,    447,    393
199806,   2913,   1258,    763,    252,    445,    387
199807,   3199,   1355,    803,    276,    485,    402
199808,   3162,   1337,    797,    273,    481,    401
199809,   3111,   1331,    792,    270,    477,    400
199810,   3043,   1321,    781,    267,    474,    394
199811,   3005,   1313,    779,    265,    468,    394
199812,   2953,   1300,    775,    262,    467,    394
199901,   2901,   1289,    769,    258,    464,    392
199902,   2860,   1278,    761,    258,    463,    392
199903,   2805,   1259,    749,    257,    460,    389
199904,   2760,   1249,    744,    253,    459,    387
199905,   2720,   1242,    734,    251,    458,    385
199906,   2682,   1224,    726,    246,    454,    381
199907,   2789,   1338,    711,    296,    460,    406
199908,   2752,   1323,    704,    294,    457,    400
199909,   2721,   1309,    689,    294,    455,    398
199910,   2686,   1299,    683,    292,    448,    395
199911,   2638,   1280,    678,    287,    443,    393
199912,   2593,   1270,    670,    286,    439,    391
200001,   2568,   1257,    665,    283,    436,    389
200002,   2536,   1246,    658,    280,    434,    389
200003,   2505,   1230,    646,    279,    431,    387
200004,   2481,   1219,    636,    275,    428,    387
200005,   2453,   1207,    630,    273,    428,    386
200006,   2425,   1188,    622,    269,    425,    382
200007,   2736,   1235,    655,    473,    423,    373
200008,   2710,   1223,    647,    469,    419,    371
200009,   2673,   1211,    642,    463,    413,    370
200010,   2631,   1193,    634,    459,    410,    366
200011,   2581,   1181,    629,    456,    407,    363
200012,   2531,   1171,    620,    454,    403,    362
200101,   2479,   1153,    615,    453,    401,    359
200102,   2450,   1142,    612,    448,    401,    355
200103,   2411,   1138,    607,    447,    400,    350
200104,   2357,   1129,    603,    444,    399,    348
200105,   2306,   1118,    595,    440,    398,    348
200106,   2261,   1111,    592,    432,    396,    346
200107,   2749,   1157,    557,    303,    404,    333
200108,   2684,   1145,    551,    300,    402,    329
200109,   2655,   1139,    545,    299,    401,    328
200110,   2619,   1136,    542,    298,    400,    326
200111,   2570,   1123,    536,    295,    399,    325
200112,   2544,   1114,    528,    293,    397,    323
200201,   2508,   1107,    524,    289,    396,    320
200202,   2474,   1098,    521,    285,    396,    320
200203,   2447,   1090,    515,    283,    395,    319
200204,   2409,   1082,    510,    283,    395,    319
200205,   2379,   1075,    510,    283,    393,    319
200206,   2359,   1070,    503,    281,    392,    319
200207,   2418,   1153,    496,    216,    366,    322
200208,   2381,   1149,    495,    216,    365,    321
200209,   2359,   1145,    492,    216,    365,    320
200210,   2322,   1142,    487,    215,    365,    320
200211,   2296,   1135,    486,    214,    365,    319
200212,   2264,   1134,    482,    214,    364,    319
200301,   2231,   1128,    476,    213,    363,    319
200302,   2200,   1127,    474,    212,    363,    319
200303,   2153,   1119,    469,    212,    361,    318
200304,   2127,   1117,    466,    211,    360,    317
200305,   2103,   1108,    464,    211,    360,    317
200306,   2073,   1105,    462,    211,    359,    317
200307,   2041,   1148,    523,    222,    350,    327
200308,   2021,   1140,    516,    219,    349,    327
200309,   2003,   1138,    513,    217,    349,    327
200310,   1982,   1136,    506,    217,    349,    327
200311,   1960,   1127,    506,    217,    348,    325
200312,   1940,   1118,    502,    217,    348,    325
200401,   1921,   1111,    499,    217,    347,    325
200402,   1909,   1101,    498,    217,    346,    324
200403,   1894,   1096,    497,    217,    345,    323
200404,   1880,   1086,    492,    214,    344,    323
200405,   1864,   1076,    490,    213,    344,    323
200406,   1850,   1067,    486,    213,    343,    323
200407,   1973,   1043,    552,    220,    355,    319
200408,   1960,   1039,    547,    218,    355,    318
200409,   1951,   1034,    543,    218,    354,    317
200410,   1935,   1027,    539,    217,    353,    316
200411,   1917,   1024,    534,    217,    352,    316
200412,   1899,   1022,    527,    214,    351,    316
200501,   1885,   1008,    522,    213,    351,    316
200502,   1873,   1003,    516,    213,    351,    316
200503,   1860,    998,    512,    212,    349,    315
200504,   1848,    990,    509,    211,    348,    314
200505,   1831,    980,    506,    211,    348,    313
200506,   1816,    976,    504,    210,    347,    312
200507,   1996,   1065,    492,    192,    380,    315
200508,   1975,   1063,    489,    192,    377,    309
200509,   1961,   1059,    487,    191,    377,    309
200510,   1942,   1052,    484,    191,    376,    307
200511,   1924,   1049,    482,    191,    376,    304
200512,   1903,   1044,    478,    189,    373,    304
200601,   1884,   1034,    478,    187,    373,    300
200602,   1868,   1028,    474,    185,    372,    299
200603,   1858,   1023,    470,    183,    370,    297
200604,   1846,   1019,    464,    181,    367,    296
200605,   1831,   1014,    460,    179,    366,    296
