This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
200703,   0.3927,   0.5026,  -0.3546,   1.0512,   0.9660,   1.3643
200704,   2.2666,   1.5647,   2.1665,   4.4768,   3.7095,   4.0861
200705,   1.0186,   2.8122,   2.2179,   3.3884,   4.1675,   4.5125
200706,  -0.4805,  -0.0452,  -0.8506,  -1.4104,  -1.7253,  -1.6641
200707,  -5.5888,  -5.4792,  -5.2813,  -5.3891,  -4.3512,  -2.2877
200708,  -2.6731,  -0.2825,  -1.0919,  -0.2504,  -0.0467,   0.3114
200709,  -0.1032,   0.1104,   2.9486,   1.9994,   2.4321,   4.3802
200710,   0.8387,   0.0880,   1.4577,   1.3094,   1.8495,   2.2151
200711, -10.8414,  -7.7689,  -9.0784,  -5.5900,  -4.0689,  -6.2012
200712,  -2.4650,  -1.3289,  -1.2885,  -2.6160,  -1.3126,  -0.4037
200801,  -4.2220,  -3.7512,  -6.8872,  -3.9930,  -4.5035,  -5.8928
200802,  -2.5778,  -2.6979,  -3.1982,  -3.6907,  -2.7410,  -1.8889
200803,  -2.9270,  -0.5782,  -3.9316,  -2.0630,  -1.4986,  -3.0549
200804,   0.7237,   1.3084,   2.3308,   5.2830,   5.4153,   7.1349
200805,   3.5189,   3.3059,   3.5205,   3.4709,   2.9555,   3.8395
200806,  -8.9312, -10.1869,  -9.1846, -11.4687, -10.2910,  -9.5419
200807,   0.3886,   3.6552,   0.6495,  -0.6267,  -0.0835,  -3.2794
200808,   1.7752,   3.7568,   2.3121,   2.3108,   2.3068,   0.6085
200809, -12.1400,  -7.0941, -12.7422, -10.9243, -10.7764, -14.4769
200810, -21.7675, -19.5929, -22.4056, -20.3230, -19.8879, -23.0728
200811, -16.0723, -13.9853, -15.2784, -10.3839,  -8.3558, -11.6076
200812,   0.5926,   3.0988,   4.1566,   2.9354,   5.2713,   3.9451
200901,  -1.0499,  -7.6477,  -2.3481,  -6.5960,  -7.8639,  -5.0737
200902, -12.2832, -12.0999, -11.6079, -11.3668, -11.3022, -10.6375
200903,  13.9556,  11.6874,  13.3333,   9.2584,  10.7873,  11.3154
200904,  27.0957,  19.2099,  20.5907,  19.9564,  18.3814,  21.1460
200905,  11.1995,   7.1168,  12.1900,   6.5790,   5.6145,   8.8337
200906,   4.6240,   3.4647,   5.6005,   0.0453,  -0.0875,  -0.8422
200907,  11.9284,   7.6308,   6.8480,  10.0627,   8.6578,   7.7062
200908,  13.9496,   3.7622,   3.7110,   7.2074,   3.2996,   2.5939
200909,  10.8491,   5.4493,   5.7230,   5.4114,   5.1161,   6.8018
200910,  -8.8786,  -5.4338,  -7.1656,  -5.2357,  -3.5118,  -3.5690
200911,   2.1571,   0.1182,   0.7599,   4.4195,   5.3993,   4.7995
200912,   8.0640,   6.2766,   6.2245,   5.9953,   4.6429,   5.8858
201001,   1.0183,  -0.0641,  -0.7688,  -3.5088,  -2.1250,  -4.1750
201002,   4.5592,   3.3607,   3.2343,   4.0359,   4.3443,   4.3157
201003,  10.5715,   7.1576,   6.7489,   8.3272,   7.0368,   6.4800
201004,  10.6336,   8.9264,   7.3579,   4.0884,   3.4840,   2.7436
201005,  -9.8326,  -7.1422,  -8.0622,  -7.3293,  -6.9039,  -7.5377
201006,  -9.7268,  -7.6945,  -7.4895,  -8.3692,  -4.6331,  -6.1328
201007,   5.9477,   6.1257,   3.7579,   7.7671,   7.1922,   6.7330
201008,  -7.9251,  -6.7292,  -7.6010,  -6.2389,  -5.3294,  -3.8701
201009,  12.8515,   9.6464,  10.0349,  11.4967,  10.6835,  10.9897
201010,   4.7636,   3.5811,   4.8090,   3.9082,   3.5423,   3.4497
201011,   2.1494,   2.6571,   2.0724,   2.8405,   1.9207,   2.0598
201012,  10.9094,   8.1960,   7.4825,   9.5923,   7.0307,   6.1015
201101,   2.9014,   1.9145,   0.5762,   2.5691,   2.3071,   1.9927
201102,   5.3665,   4.4413,   2.7167,   4.0566,   4.3806,   4.0799
201103,   1.2695,   1.6522,   0.1505,   1.0479,   1.9985,   1.7937
201104,   0.5950,   0.9179,   1.3731,   3.9125,   3.1924,   2.8194
201105,  -3.1515,  -1.7903,  -2.3609,  -1.6174,  -0.6246,  -0.4797
201106,  -3.7996,  -1.5386,  -2.7243,  -2.5663,  -1.4508,  -2.1114
201107,  -1.9931,  -2.2954,  -2.3991,  -4.3096,  -3.7627,  -2.6995
201108, -10.6099,  -8.3425, -10.7884,  -8.3393,  -5.9404,  -7.8122
201109, -11.3706,  -9.4899, -11.9145,  -9.3989,  -9.0786, -11.2811
201110,   9.6895,  12.8259,  12.6560,  13.5585,  13.8891,  15.5587
201111,  -2.4284,  -0.5630,  -3.2528,  -0.4740,   0.3893,  -0.5035
201112,   0.7118,   0.9511,  -1.2211,   0.7619,   0.4347,  -1.9697
201201,  11.3140,   7.6673,   9.8240,   6.5836,   5.3992,   8.3372
201202,   5.4763,   2.6386,   2.8875,   4.6066,   3.9847,   5.2879
201203,   5.5079,   3.0172,   2.1049,   3.1232,   1.4258,   1.1881
201204,  -1.1026,  -1.1996,  -2.1686,  -0.8144,  -0.1380,  -1.9616
201205,  -6.4446,  -5.4753,  -8.2570,  -6.1714,  -7.1177,  -9.3916
201206,   3.9852,   4.3265,   4.1318,   3.5939,   2.9536,   1.6906
201207,  -1.1255,  -0.5163,  -2.3491,  -0.5908,  -0.0427,  -0.2287
201208,   2.2588,   2.5989,   2.6105,   4.2021,   2.7940,   3.8895
201209,   5.0498,   4.0499,   3.7523,   2.9306,   2.2641,   2.2333
201210,  -2.4391,  -1.4668,  -2.8112,  -0.6066,  -0.1754,  -2.1133
201211,   0.5149,  -0.3581,  -0.5971,   2.2924,   1.4913,   2.3300
201212,   2.5162,   2.9553,   2.3135,   2.1342,   2.0449,   3.1125
201301,   8.5976,   6.6922,   6.9903,   7.3749,   6.4233,   7.1734
201302,   1.5779,   0.9420,   0.5070,   2.2180,   1.3582,   0.5389
201303,   4.2799,   3.6284,   5.0080,   5.6447,   4.6787,   3.9609
201304,   0.3999,  -0.0368,  -1.4663,   1.2129,   1.2310,  -0.0044
201305,   5.7737,   4.6639,   5.2414,   3.8935,   2.5212,   4.1196
201306,  -0.1495,   1.3303,  -0.2044,  -1.7267,  -0.8263,  -1.5114
201307,   9.4105,   7.2315,   6.4120,   6.4219,   6.3770,   6.9434
201308,  -1.8160,  -3.0047,  -1.1657,  -2.4547,  -3.2285,  -1.4676
201309,   5.7945,   5.4816,   7.0572,   4.7769,   4.4937,   5.5479
201310,   2.0332,   3.3129,   1.1100,   3.9012,   4.2351,   2.8257
201311,   5.1917,   5.0852,   3.8310,   4.0261,   2.4817,   1.8619
201312,   3.3388,   1.4483,   3.2907,   3.1456,   2.8625,   3.3771
201401,   2.5518,  -2.0214,   1.5110,  -3.5342,  -2.8565,  -1.9203
201402,   4.9956,   3.4713,   4.2867,   5.8246,   4.9475,   5.7866
201403,   0.1698,   0.6584,  -0.7954,   0.8331,   0.9894,  -1.1887
201404,  -5.1890,  -3.0171,  -5.7322,   0.0636,  -0.1213,  -2.3679
201405,  -1.1776,   0.4805,  -0.4448,   1.3216,   1.6457,   2.3340
201406,   4.6139,   3.3553,   6.1908,   3.1371,   3.0037,   4.9307
201407,  -4.1128,  -4.5410,  -7.2947,  -2.9551,  -3.4286,  -3.6770
201408,   3.3385,   3.4961,   4.5535,   4.2850,   4.4952,   5.9471
201409,  -5.0887,  -5.0460,  -5.4370,  -3.4110,  -3.5072,  -3.8415
201410,   1.1778,   5.2552,   3.0698,   2.7209,   2.7059,   2.4145
201411,  -0.8990,  -0.1244,  -1.1039,   2.3041,   2.1922,   0.7186
201412,   1.2019,   3.6385,   3.3259,   0.7017,   0.1830,  -0.5399
201501,  -3.3560,  -3.9631,  -3.2193,  -3.2661,  -2.7017,  -2.4406
201502,   6.1315,   5.0773,   7.5980,   6.7053,   6.2767,   9.0151
201503,  -0.6333,   0.8605,   0.5503,  -0.7598,  -0.3681,  -0.1712
201504,   0.6148,  -0.2216,  -0.5026,   0.5535,   0.1039,   0.6404
201505,  -0.2575,   0.4016,   2.0822,   0.3116,   1.2268,   1.4695
201506,  -1.0603,   0.2332,   1.8085,  -3.2617,  -1.5534,  -1.1579
201507,  -6.9456,  -3.0780,  -2.8805,  -0.8764,   1.2043,   0.3495
201508,  -3.4034,  -3.5058,  -5.3145,  -5.0158,  -5.3242,  -6.5690
201509,  -8.3115,  -2.9815,  -7.1624,  -5.1970,  -3.1423,  -5.9937
201510,   4.3166,   5.6017,   4.2553,   8.3365,   6.2961,   5.1564
201511,   2.0955,   2.6199,   3.2447,   0.2765,   0.2406,   1.1857
201512,  -7.2047,  -3.0390,  -5.3111,  -4.3319,  -2.8496,  -3.9155
201601,  -9.7227,  -7.5713, -12.5880,  -6.9676,  -5.6800, -10.6420
201602,   0.8724,   0.5504,  -1.1818,   2.8910,   2.0445,  -1.1083
201603,   9.1084,   6.5607,   8.6475,   9.7088,   7.6599,   9.1586
201604,   4.5959,   3.7217,   4.2055,   1.9912,   1.6665,   3.6430
201605,  -0.3901,   0.8394,  -0.0769,   0.1467,   2.1144,   2.2886
201606,   0.9697,   0.0981,  -0.9771,  -0.5406,  -0.6542,  -2.3239
201607,   6.3523,   5.9957,   6.0078,   4.4770,   3.5498,   5.6907
201608,   3.3539,   2.3309,   2.8031,   0.5135,   0.9158,   0.6528
201609,   2.0163,   1.8243,   4.3100,   1.1060,  -0.0377,   0.2904
201610,  -8.1751,  -3.8235,  -6.9325,  -3.6339,  -1.6320,  -2.9609
201611,   9.2584,  11.0099,   9.4276,   8.6087,   6.6853,   5.8772
201612,   1.1036,   4.5285,   1.5645,   0.3543,   1.9449,   0.4275
201701,   3.6379,  -0.4899,   1.1710,   2.0076,   1.6895,   3.6604
201702,  -0.5309,   0.7697,   3.4208,   2.4579,   3.2891,   3.0665
201703,  -0.0438,   0.7263,   1.3282,  -0.1727,   0.0634,   0.3148
201704,  -1.2608,   1.4271,  -0.0936,  -0.0050,   0.8357,   1.6489
201705,  -3.5761,  -2.4113,  -3.0820,  -1.1911,   0.4786,   0.8887
201706,   5.3521,   3.3281,   4.7229,   1.0935,   1.2995,   2.4009
201707,  -1.5813,  -0.4844,  -0.3060,   2.5190,   1.0236,   1.4326
201708,  -3.0056,  -1.6645,  -1.5635,  -1.3541,  -0.8368,   0.2850
201709,  10.5837,   7.0602,   8.1702,   5.3435,   3.2553,   2.8647
201710,  -2.0743,   0.4368,  -0.1064,   0.7126,   1.8083,   2.4347
201711,   3.7579,   3.5224,   2.7974,   4.1305,   4.0104,   3.4106
201712,   2.7663,  -0.1096,   0.7039,   1.5032,   0.7707,   1.0642
201801,   3.8955,   1.5622,   2.1590,   4.2320,   3.8801,   5.3816
201802,  -4.3875,  -3.4588,  -3.8894,  -5.6756,  -3.9051,  -3.1013
201803,   1.1015,   1.6599,   2.0152,  -0.6671,  -0.5855,  -0.3047


  Average Value Weighted Returns -- Annual
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
  1964,  22.6579,  20.1698,  11.1686,  17.4621,  16.6062,  15.2668
  1965,  45.0052,  37.2330,  41.5932,  12.5588,   9.5076,  21.8150
  1966,  -6.3727,  -9.9202,  -4.7169,  -8.8375,  -9.6248,  -9.3826
  1967,  70.8297,  73.6831,  78.6591,  16.6749,  19.7805,  39.6700
  1968,  49.6075,  37.5291,  28.4063,  15.6591,  12.1014,   4.5499
  1969, -23.9542, -20.7721, -26.1853, -14.8652,  -6.8418,  -4.4162
  1970,   1.7465,  -5.1599, -23.6221,  12.4785,   3.7197, -10.6611
  1971,  20.4157,  22.2307,  20.8234,  12.9767,  13.6822,  24.7922
  1972,   7.4187,   7.6630,   0.2344,   8.0495,  19.8896,  20.2753
  1973, -31.4390, -32.1929, -40.0215, -16.6570, -15.5731, -19.1142
  1974, -12.8477, -20.4964, -36.9534, -12.7780, -27.0499, -34.2752
  1975,  56.7773,  59.1036,  62.1546,  42.6312,  38.0887,  36.2851
  1976,  51.0177,  50.3464,  45.2467,  31.1441,  26.0820,  21.9587
  1977,  18.7568,  19.9225,  20.2505,  -5.4856,  -5.0485,  -6.9382
  1978,  22.0365,  17.2682,  20.3953,  11.3462,   6.6344,   4.7091
  1979,  43.8888,  35.1263,  48.8102,  27.9366,  15.5513,  26.5316
  1980,  28.9660,  32.0814,  46.3586,  33.7105,  28.2136,  39.2673
  1981,   6.0907,  14.0378,  -4.9305,  -1.8753,  -1.0577, -11.6886
  1982,  35.8358,  36.5861,  19.5199,  30.6307,  25.9234,  10.7873
  1983,  43.4097,  38.3810,  23.9032,  30.7571,  20.9710,  17.5452
  1984,  -7.4531,   6.6878,  -8.3624,   6.6326,   9.5509,   0.1803
  1985,  23.8550,  39.5155,  30.3468,  32.7804,  34.9116,  27.3465
  1986,   4.9824,  14.6860,   4.2789,  25.7097,  20.2378,  11.0857
  1987,  -4.5132,  -3.9719, -14.2436,   6.2715,   3.3907,   2.5468
  1988,  29.6113,  26.7299,  15.9307,  20.9213,  17.0115,  14.9924
  1989,  18.9493,  18.7548,  17.0834,  41.7882,  27.8386,  27.0049
  1990, -22.1354, -15.4073, -21.7714,  -4.5359,  -2.4918,  -6.3545
  1991,  46.7038,  39.1663,  54.4836,  25.5678,  25.9148,  47.5032
  1992,  23.1242,  25.1448,  10.0963,  11.4213,   7.2286,  10.0366
  1993,  25.5806,  18.8227,  14.8226,  18.5664,  12.0736,   4.6806
  1994,   1.2789,  -0.9822,  -6.1370,   1.0954,   0.8046,   0.5617
  1995,  32.5173,  25.9915,  28.4616,  38.4415,  37.9755,  36.9971
  1996,  18.2474,  20.5506,  13.6701,  21.6635,  20.8186,  24.8462
  1997,  26.1590,  34.3238,  16.6483,  31.5969,  34.4148,  30.4224
  1998,   0.5201,  -0.1813,  -3.9852,  22.4020,  25.8864,  36.1961
  1999,  45.9348,  18.3113,  34.3028,   6.2891,  21.9285,  33.4354
  2000,   4.0046,  13.5718, -22.3108,  14.2279,   6.4774, -25.5227
  2001,  11.9235,  22.6111,   5.0863,  -4.5855,  -3.7819, -21.5959
  2002, -14.4031,  -4.4388, -29.0896, -13.0588, -16.4586, -27.3918
  2003,  73.8898,  49.3985,  49.1575,  38.6136,  26.6654,  27.8461
  2004,  12.2022,  20.7224,  21.5182,   7.2888,  10.6632,  13.8558
  2005,   3.3644,   6.4620,   6.1945,   2.4679,   4.6602,   9.8219
  2006,  19.7822,  19.1132,  14.3533,  20.0482,  17.5646,   9.1281
  2007,  -5.6211,  -4.8591,   2.1945,   2.6106,   6.5101,  10.4431
  2008, -36.3131, -30.2206, -39.1677, -35.1450, -33.9121, -40.5588
  2009,  45.3398,  28.5041,  34.6652,  25.5930,  18.8711,  41.8613
  2010,  36.4683,  30.1268,  21.8668,  15.9972,  20.6331,  10.9434
  2011,  -8.2822,  -2.4362,  -7.3062,   0.1360,   2.3381,   1.1719
  2012,  22.7799,  19.1420,  12.8070,  22.7946,  14.4861,  14.0654
  2013,  46.2426,  40.9696,  43.3874,  35.1604,  32.4000,  35.4244
  2014,   3.3738,   6.0152,   3.9155,  11.4734,  12.0953,  14.1362
  2015, -13.6636,  -3.2633,  -3.2222,  -0.3396,  -2.1977,   6.3751
  2016,  23.0882,  27.6463,  16.7866,  16.8595,  15.0217,   3.9138
  2017,  10.6919,  12.7748,  21.2545,  17.6275,  19.6227,  30.2979


  Average Equal Weighted Returns -- Annual
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
  1964,  24.0677,  20.7326,  14.1691,  18.4642,  18.3139,  14.3562
  1965,  51.0265,  42.8543,  46.0983,  18.4698,  19.9387,  29.9039
  1966,  -5.9883,  -8.2420,  -7.5385,  -5.5587,  -6.5056,  -5.1250
  1967, 110.6991,  90.1746, 101.2663,  22.5062,  29.8571,  41.1069
  1968,  66.8272,  44.9418,  36.6235,  24.5837,  16.7417,  12.9399
  1969, -29.8147, -25.3204, -33.1855, -16.2875, -11.0025, -16.5916
  1970,  -6.2238, -10.0827, -23.7670,   7.7965,   3.5275, -15.4350
  1971,  21.2294,  22.9254,  19.9644,  16.0825,  15.9718,  22.1205
  1972,   7.1701,   5.3594,  -4.4604,   8.6497,  11.2677,  11.0940
  1973, -34.3290, -34.6134, -43.8807, -23.1742, -21.3354, -31.8391
  1974, -11.1678, -18.1534, -32.3740, -11.9287, -23.9606, -36.2347
  1975,  78.2501,  72.4242,  81.3584,  49.1394,  51.4246,  49.7059
  1976,  58.2870,  55.7389,  50.3867,  38.1739,  34.6015,  31.1030
  1977,  31.1751,  26.4028,  26.3253,  -1.0065,  -0.0884,  -0.0723
  1978,  35.2204,  26.2761,  28.1614,  10.8449,   7.2241,   9.7209
  1979,  45.7200,  42.2711,  47.6559,  32.3219,  24.6685,  30.8240
  1980,  38.4728,  39.2552,  48.9977,  25.8825,  29.9190,  40.0979
  1981,   6.4898,  11.9683,  -4.6119,   6.4139,   7.0614,  -2.8961
  1982,  38.1873,  36.1042,  20.2492,  34.8489,  26.7744,  14.3002
  1983,  53.3310,  44.7567,  31.4624,  32.8357,  24.3185,  20.5989
  1984, -15.0678,  -1.1904, -16.6472,  -3.1486,   8.1239,  -2.0397
  1985,  18.0872,  32.9004,  21.8526,  32.3727,  34.4338,  30.9920
  1986,   6.8623,  12.5387,  -1.2534,  19.7329,  20.7651,  12.5982
  1987,  -2.1338,  -5.3940, -19.0812,   8.5092,   1.2881,  -0.9190
  1988,  24.9342,  26.5185,  15.5265,  21.5267,  21.7397,  18.0373
  1989,  10.7402,  13.2897,   8.3405,  33.4072,  25.1325,  23.7440
  1990, -19.1454, -20.0392, -26.1364, -12.1168,  -8.8484, -10.2157
  1991,  72.0162,  47.4774,  55.6096,  33.1113,  34.7747,  49.7434
  1992,  43.8928,  29.9484,  17.8868,  20.9624,  15.7098,  13.4934
