This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
198307,       50.77,       87.10,       86.48,     1597.27,     2319.28,     1409.05
198308,       50.14,       85.74,       83.52,     1580.76,     2251.47,     1332.96
198309,       48.44,       83.35,       80.51,     1624.51,     2274.98,     1323.00
198310,       49.62,       85.21,       81.31,     1643.47,     2321.88,     1332.63
198311,       47.52,       81.50,       75.32,     1627.49,     2300.29,     1274.09
198312,       50.17,       85.34,       78.43,     1663.24,     2333.85,     1308.65
198401,       50.05,       84.32,       76.84,     1656.35,     2311.56,     1290.81
198402,       49.45,       83.90,       74.59,     1658.02,     2282.96,     1245.60
198403,       46.15,       79.66,       70.25,     1605.29,     2192.51,     1177.12
198404,       46.96,       80.04,       70.58,     1638.83,     2210.84,     1185.21
198405,       46.67,       80.10,       70.14,     1657.27,     2232.67,     1178.99
198406,       43.77,       76.42,       65.81,     1455.27,     2105.19,     1123.94
198407,       43.36,       74.79,       65.56,     1710.29,     1765.41,     1357.04
198408,       40.81,       73.11,       62.39,     1645.65,     1740.60,     1340.11
198409,       45.60,       80.16,       70.38,     1858.62,     1909.44,     1497.67
198410,       46.08,       81.61,       68.98,     1875.58,     1905.92,     1471.54
198411,       45.35,       81.59,       68.06,     1856.05,     1925.21,     1473.78
198412,       44.45,       81.52,       65.52,     1843.20,     1911.75,     1432.62
198501,       44.96,       82.62,       67.23,     1869.25,     1958.63,     1473.86
198502,       49.52,       90.32,       76.34,     1995.68,     2089.96,     1635.36
198503,       50.91,       92.12,       78.48,     2043.50,     2116.66,     1638.54
198504,       50.24,       92.03,       76.54,     2081.10,     2118.20,     1600.45
198505,       49.58,       91.99,       75.14,     2092.77,     2108.88,     1586.35
198506,       51.23,       95.89,       78.76,     2205.97,     2174.79,     1683.31
198507,       44.67,       83.84,       69.79,     2328.91,     2116.96,     1473.99
198508,       46.56,       85.44,       71.62,     2331.11,     2111.62,     1456.51
198509,       46.64,       86.09,       70.21,     2346.97,     2072.71,     1437.77
198510,       44.14,       82.17,       65.56,     2284.52,     2003.60,     1353.03
198511,       45.02,       85.31,       67.92,     2364.04,     2094.32,     1421.29
198512,       47.58,       90.41,       73.24,     2496.72,     2246.76,     1521.67
198601,       49.38,       94.45,       76.88,     2580.70,     2364.73,     1579.90
198602,       49.81,       95.95,       79.12,     2552.83,     2386.31,     1610.22
198603,       52.67,      102.87,       85.11,     2725.77,     2568.39,     1742.33
198604,       55.72,      108.23,       88.81,     2881.07,     2716.69,     1834.99
198605,       56.99,      109.95,       90.89,     2913.15,     2662.45,     1807.62
198606,       59.53,      114.52,       93.56,     3079.92,     2774.58,     1908.02
198607,       53.13,      100.31,       94.19,     2043.20,     2908.35,     2417.24
198608,       48.36,       92.82,       84.98,     1903.38,     2802.50,     2246.80
198609,       50.19,       95.51,       87.37,     2104.33,     2999.62,     2361.26
198610,       48.00,       89.83,       80.88,     2032.36,     2715.84,     2145.47
198611,       50.65,       92.18,       84.14,     2158.70,     2872.78,     2246.59
198612,       50.75,       92.32,       83.51,     2193.08,     2946.48,     2278.63
198701,       49.25,       89.21,       81.09,     2121.67,     2875.66,     2205.38
198702,       55.30,       97.71,       90.75,     2350.90,     3263.69,     2493.76
198703,       59.62,      104.28,       97.88,     2391.98,     3356.79,     2665.07
198704,       61.68,      106.06,       98.62,     2548.86,     3397.61,     2690.09
198705,       60.54,      102.97,       94.59,     2546.99,     3316.82,     2658.40
198706,       60.77,      102.52,       94.67,     2603.50,     3317.56,     2661.15
198707,       57.16,      102.88,       93.95,     3498.62,     3427.96,     2417.67
198708,       60.03,      106.65,       95.48,     3689.76,     3560.73,     2547.50
198709,       60.85,      110.13,       98.65,     3828.44,     3704.07,     2658.67
198710,       60.28,      108.16,       96.24,     3775.28,     3630.42,     2576.36
198711,       42.85,       79.19,       65.54,     2960.77,     2904.58,     1969.55
198712,       40.79,       76.34,       61.51,     2673.87,     2685.65,     1802.92
198801,       42.89,       80.80,       66.29,     2836.21,     2859.87,     1959.38
198802,       44.97,       84.63,       68.30,     3004.70,     2971.56,     2042.74
198803,       48.44,       90.80,       73.66,     3135.21,     3081.62,     2158.02
198804,       50.38,       92.76,       76.28,     3103.25,     2976.70,     2089.96
198805,       51.54,       94.02,       77.60,     3157.12,     2990.96,     2100.03
198806,       49.94,       92.26,       75.78,     3156.77,     3022.92,     2105.01
198807,       49.47,       92.67,       72.64,     2327.65,     3225.43,     2318.35
198808,       49.65,       92.48,       71.05,     2319.23,     3193.79,     2276.51
198809,       48.21,       90.04,       68.39,     2256.16,     3100.93,     2185.63
198810,       49.37,       93.23,       69.52,     2333.44,     3228.76,     2286.84
198811,       48.45,       93.00,       68.73,     2432.11,     3280.61,     2329.47
198812,       46.99,       90.59,       66.34,     2415.34,     3203.39,     2234.15
198901,       49.11,       92.64,       68.64,     2441.75,     3257.74,     2285.79
198902,       51.63,       96.70,       72.15,     2609.33,     3455.88,     2456.94
198903,       52.63,       97.33,       72.14,     2590.95,     3363.81,     2382.44
198904,       54.32,       99.72,       74.15,     2657.81,     3429.95,     2435.24
198905,       56.53,      103.73,       78.14,     2646.82,     3599.08,     2574.90
198906,       59.34,      107.41,       81.41,     2740.67,     3743.81,     2665.59
198907,       48.23,      108.37,       82.85,     3664.89,     2898.88,     3136.66
198908,       50.06,      112.57,       86.94,     3987.89,     3139.96,     3416.11
198909,       51.11,      115.95,       89.35,     4042.35,     3181.06,     3497.44
198910,       50.75,      116.40,       90.32,     4090.96,     3130.62,     3472.05
198911,       47.09,      109.95,       85.16,     4038.74,     3022.99,     3387.58
198912,       47.96,      109.81,       85.37,     4171.29,     3081.28,     3418.21
199001,       47.36,      108.83,       85.30,     4346.37,     3139.24,     3426.50
199002,       43.87,      100.27,       77.41,     4049.16,     2912.56,     3176.47
199003,       45.12,      101.53,       80.08,     4099.77,     2942.03,     3216.16
199004,       47.03,      104.73,       84.37,     4193.72,     2994.95,     3301.45
199005,       45.58,      102.97,       81.06,     4028.64,     2914.36,     3230.03
199006,       48.92,      109.85,       88.07,     4347.37,     3185.78,     3534.09
199007,       49.83,      101.55,       84.87,     2980.41,     3967.20,     2941.64
199008,       48.18,       98.25,       80.52,     3020.56,     3938.86,     2891.24
199009,       42.41,       86.82,       68.56,     2789.94,     3576.69,     2591.87
199010,       38.91,       80.03,       61.19,     2699.65,     3426.79,     2381.56
199011,       35.71,       76.33,       57.57,     2667.01,     3439.05,     2324.76
199012,       37.51,       80.14,       63.05,     2781.49,     3634.82,     2549.58
199101,       38.58,       83.07,       65.80,     2833.60,     3707.78,     2660.14
199102,       42.29,       88.92,       72.07,     2853.35,     3854.56,     2882.05
199103,       47.86,       97.70,       80.93,     3009.08,     4108.56,     3099.69
199104,       51.76,      101.52,       87.77,     3061.16,     4210.04,     3195.39
199105,       52.35,      102.61,       88.46,     3091.98,     4196.75,     3205.44
199106,       54.76,      106.15,       92.80,     3120.65,     4342.78,     3383.41
199107,       46.15,      101.27,       88.87,     2252.49,     3544.92,     3975.79
199108,       48.02,      103.67,       93.17,     2343.89,     3691.62,     4194.91
199109,       50.18,      106.63,       97.11,     2404.99,     3729.13,     4334.08
199110,       50.29,      106.85,       98.50,     2383.06,     3695.88,     4241.80
199111,       51.92,      108.72,      101.96,     2417.47,     3752.09,     4292.75
199112,       50.46,      104.44,       97.04,     2330.79,     3556.22,     4199.76
199201,       53.90,      112.13,      106.30,     2556.66,     3880.60,     4780.38
199202,       60.63,      120.93,      113.80,     2566.01,     3788.46,     4720.92
199203,       63.86,      124.74,      116.12,     2632.12,     3818.30,     4743.60
199204,       63.50,      123.93,      110.65,     2572.73,     3743.55,     4616.73
199205,       62.78,      121.68,      105.67,     2633.06,     3888.47,     4639.17
199206,       64.57,      124.09,      106.17,     2632.42,     3909.64,     4677.11
199207,       55.89,      115.09,      103.04,     2648.12,     4094.62,     3803.18
199208,       58.15,      119.39,      106.65,     2734.91,     4252.37,     3972.62
199209,       56.02,      116.69,      103.62,     2625.56,     4159.21,     3905.40
199210,       57.45,      118.45,      105.33,     2652.69,     4192.78,     3981.47
199211,       59.54,      121.02,      109.31,     2703.48,     4152.24,     4084.72
199212,       64.23,      129.42,      118.96,     2781.97,     4256.80,     4287.01
199301,       67.26,      134.28,      122.12,     2823.15,     4309.89,     4358.08
199302,       70.60,      139.25,      125.34,     2910.93,     4330.82,     4358.41
199303,       70.59,      139.47,      119.70,     2992.88,     4432.39,     4283.14
199304,       73.17,      143.83,      122.23,     3068.52,     4534.62,     4366.61
199305,       71.46,      139.33,      118.38,     3026.68,     4438.37,     4179.84
199306,       75.50,      142.60,      125.43,     3095.40,     4512.54,     4335.23
199307,       82.65,      134.86,      119.20,     4419.30,     4162.61,     3937.65
199308,       84.83,      136.57,      119.44,     4437.34,     4176.93,     3860.93
199309,       88.72,      141.57,      124.73,     4593.78,     4311.55,     4007.77
199310,       91.40,      144.42,      128.97,     4670.90,     4269.81,     4006.36
199311,       95.35,      148.02,      132.87,     4752.37,     4327.41,     4051.75
199312,       92.57,      143.08,      128.91,     4652.23,     4234.90,     4035.35
199401,       95.70,      147.63,      133.17,     4751.77,     4301.13,     4095.34
199402,       99.96,      151.75,      136.98,     4936.42,     4405.00,     4210.70
199403,      100.12,      151.31,      136.73,     4747.48,     4255.37,     4142.03
199404,       95.59,      144.70,      127.78,     4561.96,     4076.70,     3935.99
199405,       96.20,      146.04,      127.36,     4649.75,     4127.05,     3947.08
199406,       95.62,      143.43,      124.83,     4705.74,     4147.72,     4004.58
199407,       80.06,      135.67,      121.75,     4178.52,     4052.29,     3517.25
199408,       81.92,      138.39,      123.72,     4318.77,     4176.59,     3650.42
199409,       86.30,      144.31,      132.26,     4517.87,     4305.62,     3825.49
199410,       87.49,      143.01,      132.29,     4438.71,     4215.85,     3711.45
199411,       87.15,      142.25,      132.26,     4507.32,     4277.77,     3803.32
199412,       84.40,      137.26,      127.50,     4283.86,     4144.80,     3672.14
199501,       85.56,      138.50,      128.32,     4336.41,     4192.75,     3719.05
199502,       85.61,      137.97,      127.07,     4406.45,     4300.05,     3842.29
199503,       88.42,      142.99,      132.61,     4622.27,     4449.62,     4008.09
199504,       90.09,      144.72,      137.00,     4810.06,     4542.09,     4097.55
199505,       93.37,      148.57,      139.86,     4983.18,     4679.04,     4203.39
199506,       95.14,      151.42,      142.16,     5131.93,     4852.55,     4372.58
199507,       91.52,      138.98,      124.81,     4567.81,     4990.70,     4029.98
199508,       97.08,      145.16,      134.41,     4732.72,     5132.58,     4243.19
199509,      101.60,      149.49,      136.84,     4836.92,     5154.29,     4259.95
199510,      104.70,      152.12,      138.49,     5001.21,     5366.79,     4422.19
199511,       98.89,      145.70,      130.58,     4960.52,     5345.52,     4388.22
199512,      102.58,      150.37,      135.24,     5173.10,     5652.11,     4494.85
199601,      106.81,      153.48,      136.76,     5351.95,     5793.43,     4461.01
199602,      107.97,      153.96,      136.12,     5574.67,     5964.22,     4537.28
199603,      110.46,      158.30,      141.72,     5651.46,     6014.77,     4681.02
199604,      111.82,      161.94,      146.53,     5680.87,     6048.74,     4705.78
199605,      118.82,      168.46,      158.26,     5769.43,     6077.18,     4882.37
199606,      127.37,      175.79,      166.40,     5822.98,     6194.38,     5047.26
199607,      102.88,      159.39,      167.98,     6285.76,     6403.30,     4289.52
199608,       94.60,      149.73,      148.35,     6019.05,     6126.00,     4031.09
199609,       98.90,      156.89,      158.21,     6109.73,     6277.37,     4201.14
199610,      102.55,      161.06,      165.01,     6335.89,     6573.30,     4513.22
199611,      101.58,      161.00,      158.89,     6530.87,     6761.58,     4519.72
199612,      104.46,      166.84,      163.47,     6993.91,     7235.86,     4873.45
199701,      107.23,      170.26,      165.70,     6988.06,     7129.55,     4747.67
199702,      111.55,      175.55,      171.14,     7390.33,     7530.23,     5050.77
199703,      111.37,      174.63,      163.38,     7440.92,     7620.33,     4998.16
199704,      106.91,      168.88,      152.44,     7109.23,     7272.63,     4751.94
199705,      105.13,      169.60,      148.69,     7384.40,     7751.29,     5023.37
199706,      115.94,      185.00,      169.01,     7777.09,     8237.16,     5401.51
199707,      110.50,      179.59,      170.68,     7160.27,     7670.29,     5494.91
199708,      115.12,      189.50,      179.02,     7650.51,     8196.55,     6106.66
199709,      119.68,      195.17,      185.33,     7365.40,     7793.60,     5878.92
199710,      129.48,      208.90,      202.49,     7788.27,     8248.28,     6239.35
199711,      125.55,      202.65,      191.06,     7522.45,     8028.35,     5973.47
199712,      124.47,      201.81,      185.54,     7911.68,     8358.07,     6190.34
199801,      123.99,      204.84,      184.13,     8151.77,     8614.39,     6188.03
199802,      124.80,      201.10,      182.83,     8123.42,     8633.50,     6384.05
199803,      134.36,      214.81,      197.96,     8656.68,     9284.00,     6932.94
199804,      141.49,      221.94,      208.09,     9014.34,     9870.19,     7235.35
199805,      145.62,      226.27,      210.78,     9047.47,    10026.78,     7400.52
199806,      140.11,      219.27,      196.26,     9012.55,     9914.90,     7135.43
199807,      128.69,      199.15,      207.29,     9371.96,     9963.48,     6820.05
199808,      120.03,      186.75,      189.98,     9232.31,     9875.86,     6739.89
199809,       98.22,      155.83,      144.18,     8169.35,     8327.52,     5585.40
199810,      102.54,      162.98,      157.00,     8800.35,     8585.76,     6111.38
199811,      106.81,      169.27,      163.52,     9401.72,     9342.96,     6491.39
199812,      116.84,      178.05,      177.64,     9989.24,     9820.81,     7052.07
199901,      123.00,      184.21,      189.54,    10204.22,    10463.86,     7700.16
199902,      127.79,      182.87,      201.70,    10117.26,    10659.44,     8485.18
199903,      118.48,      171.82,      182.71,     9820.29,    10535.49,     7903.64
199904,      119.74,      170.34,      187.33,    10243.85,    10892.72,     8312.03
199905,      130.64,      183.42,      209.27,    10940.60,    11306.51,     8537.04
199906,      135.27,      190.24,      207.81,    10848.65,    11097.04,     8251.86
199907,      126.55,      189.25,      203.39,     9113.06,    12377.34,     9132.08
199908,      127.88,      187.25,      199.15,     8900.97,    12265.14,     8665.32
199909,      125.67,      181.32,      190.35,     8673.96,    12295.17,     8607.75
199910,      123.99,      180.28,      189.92,     8410.82,    11873.62,     8504.98
199911,      125.49,      176.42,      187.83,     8834.35,    12675.44,     9407.29
199912,      139.73,      184.94,      207.75,     8640.17,    13042.72,     9782.36
200001,      160.19,      199.75,      236.60,     8744.14,    13849.06,    10936.74
200002,      168.55,      195.18,      233.74,     8558.87,    13279.87,    10341.81
200003,      217.28,      224.80,      275.63,     8159.03,    13119.82,    10931.81
200004,      189.90,      210.56,      259.62,     8929.18,    14260.38,    11869.59
200005,      168.32,      202.70,      222.28,     8757.59,    14123.93,    10841.75
200006,      153.08,      193.70,      203.69,     8579.54,    13850.13,    10298.03
200007,      136.14,      171.26,      220.48,     4912.39,    13611.10,    11593.70
200008,      132.23,      170.71,      211.30,     4963.10,    13550.21,    11276.10
200009,      145.52,      178.86,      223.15,     5357.42,    14322.40,    12456.48
200010,      144.36,      175.44,      211.09,     5324.44,    14251.69,    11399.87
200011,      137.03,      172.56,      195.88,     5427.34,    14342.92,    10904.16
200012,      121.62,      165.50,      169.22,     5292.77,    13801.16,     9130.51
200101,      130.30,      178.04,      178.37,     5581.54,    14373.30,     8724.15
200102,      140.79,      189.62,      200.41,     5467.64,    14590.14,     9328.56
200103,      134.68,      186.33,      183.51,     5399.83,    14055.62,     7738.57
200104,      131.09,      184.73,      173.10,     5161.44,    13344.72,     7047.58
200105,      142.59,      195.86,      190.05,     5442.30,    14209.48,     7874.36
200106,      152.98,      205.21,      201.72,     5610.14,    14507.11,     7889.71
200107,      141.99,      210.71,      248.32,     7018.58,    13457.90,    11797.84
200108,      139.93,      208.88,      227.83,     6921.74,    13590.38,    11460.00
200109,      137.53,      207.93,      212.21,     6734.21,    13088.86,    10370.17
200110,      118.55,      185.23,      174.62,     6207.55,    12232.44,     9264.62
200111,      126.66,      193.22,      194.63,     6243.57,    12357.52,     9686.89
200112,      137.36,      205.66,      214.70,     6757.26,    13198.71,    10581.23
200201,      146.83,      220.13,      232.90,     6935.28,    13450.99,    10726.61
200202,      149.99,      224.61,      225.92,     6960.94,    13271.12,    10627.11
200203,      150.14,      222.53,      211.78,     6943.82,    13342.86,    10148.62
200204,      166.02,      242.76,      232.66,     7319.50,    13707.89,    10631.57
200205,      171.40,      254.27,      228.01,     7110.55,    13190.26,     9716.05
200206,      166.37,      248.32,      214.11,     7146.11,    13109.71,     9554.84
200207,      148.97,      255.31,      284.98,     9976.89,     9889.40,    12255.12
200208,      127.33,      225.36,      241.25,     9197.13,     9180.84,    11377.69
200209,      127.08,      226.57,      242.24,     9070.37,     9335.73,    11427.68
200210,      117.12,      212.39,      223.90,     7961.47,     8398.12,    10284.58
200211,      123.97,      219.21,      235.14,     8741.73,     8976.91,    11144.29
200212,      143.20,      235.21,      260.82,     9623.31,     9454.09,    11530.36
200301,      133.60,      226.44,      244.25,     8876.75,     9017.66,    10884.54
200302,      132.88,      222.06,      238.68,     8677.36,     8757.77,    10550.41
200303,      130.04,      215.99,      233.37,     8528.02,     8566.92,    10382.46
200304,      133.31,      221.25,      234.77,     8234.63,     8609.39,    10650.50
200305,      150.12,      243.78,      258.29,     8955.12,     9227.28,    11550.19
200306,      174.14,      267.06,      289.28,     9700.75,     9741.09,    12062.05
200307,      173.51,      267.61,      292.51,     6289.52,    13046.93,    10838.38
200308,      192.40,      282.57,      309.50,     6412.81,    13313.21,    11112.19
200309,      206.15,      295.42,      324.93,     6683.94,    13678.42,    11209.16
200310,      208.21,      292.52,      315.45,     6521.94,    13481.49,    11138.65
200311,      230.96,      317.28,      342.91,     7028.27,    14232.02,    11782.13
200312,      243.99,      328.89,      352.83,     7199.26,    14386.85,    11852.36
200401,      251.04,      338.32,      360.30,     7608.32,    15016.68,    12372.26
200402,      273.23,      350.22,      371.32,     7834.07,    15167.53,    12698.68
200403,      272.25,      356.07,      376.43,     7919.87,    15429.70,    12925.05
200404,      271.29,      359.40,      382.87,     7558.52,    15229.94,    12744.11
200405,      254.15,      346.60,      372.80,     7360.19,    14968.65,    12634.73
200406,      257.19,      352.07,      376.86,     7496.76,    15054.07,    12874.32
200407,      258.94,      377.92,      407.27,     9858.62,    14292.19,    13273.18
200408,      236.04,      361.28,      377.82,     9422.69,    13848.12,    12795.08
200409,      232.32,      358.52,      375.68,     9313.50,    13878.19,    12906.19
200410,      240.92,      374.96,      397.69,     9314.83,    14023.16,    13111.51
200411,      244.78,      384.58,      405.42,     9528.11,    14240.06,    13217.34
200412,      266.53,      416.36,      439.87,     9830.91,    14890.93,    13676.08
200501,      281.05,      428.32,      455.29,    10135.64,    15417.48,    14161.78
200502,      268.50,      413.99,      438.90,     9717.69,    15133.40,    13784.60
200503,      275.33,      421.33,      446.61,     9857.34,    15503.70,    14063.97
200504,      266.68,      411.95,      431.11,     9817.41,    15303.82,    13745.88
200505,      247.94,      389.56,      406.55,     9606.83,    14937.66,    13550.10
200506,      266.54,      415.04,      433.19,     9993.36,    15401.31,    14102.81
200507,      305.18,      411.77,      404.48,    11263.50,    14749.49,    14578.71
200508,      327.53,      438.47,      433.68,    11615.74,    15372.09,    15194.34
200509,      326.74,      431.77,      425.88,    11496.29,    15224.53,    15044.00
200510,      330.72,      434.02,      430.00,    11577.85,    15145.37,    15301.84
200511,      321.23,      424.86,      414.62,    11244.00,    14832.19,    15244.53
200512,      336.16,      441.04,      434.73,    11682.34,    15251.47,    16040.82
200601,      340.30,      442.32,      432.93,    11761.27,    15204.43,    16081.20
200602,      370.84,      476.99,      475.32,    12080.77,    15685.94,    16551.55
200603,      375.80,      474.79,      470.19,    12278.10,    15787.36,    16490.56
200604,      392.87,      496.30,      495.96,    12443.10,    15988.05,    16738.32
200605,      393.16,      499.27,      499.68,    12483.40,    16188.47,    16938.86
200606,      370.66,      477.47,      465.98,    12205.20,    16020.26,    16238.57
200607,      347.25,      467.69,      482.81,    16962.75,    15768.38,    12916.65
200608,      335.00,      456.89,      458.79,    16874.50,    15898.71,    12856.90
200609,      348.42,      469.62,      469.31,    17534.69,    16229.33,    12936.57
200610,      352.21,      474.52,      471.88,    18066.32,    16491.72,    13324.51
200611,      375.47,      497.59,      496.56,    18667.44,    17161.52,    13780.79
200612,      388.97,      510.09,      508.42,    18919.13,    17438.95,    14209.15
200701,      392.06,      513.03,      505.29,    19116.85,    17759.69,    14123.83
200702,      404.07,      519.42,      509.97,    19371.41,    18130.44,    14435.93
200703,      403.49,      516.95,      511.00,    18841.64,    17811.61,    14210.18
200704,      414.61,      520.00,      516.24,    18977.06,    17966.14,    14551.93
200705,      427.02,      528.88,      524.61,    19966.53,    18753.69,    15057.84
200706,      439.63,      548.27,      544.39,    20508.24,    19363.69,    15739.23
200707,      392.67,      553.84,      559.12,    17117.05,    17717.57,    19351.42
200708,      364.83,      512.69,      529.12,    16502.48,    17268.15,    18899.13
200709,      365.76,      520.15,      534.10,    16697.12,    17513.10,    19178.43
200710,      365.10,      519.81,      548.75,    17135.00,    18325.51,    20109.18
200711,      373.29,      526.68,      561.47,    17553.78,    18829.26,    20660.42
200712,      342.95,      490.02,      518.28,    16744.20,    18290.63,    19663.42
200801,      340.04,      481.71,      515.99,    16507.06,    18090.13,    19676.67
200802,      322.26,      457.55,      464.61,    15518.33,    17145.31,    18331.27
200803,      306.76,      444.22,      451.54,    14843.77,    16793.72,    17745.71
200804,      309.29,      444.65,      448.84,    14605.35,    16764.04,    17629.26
200805,      322.02,      457.00,      469.49,    14980.04,    17495.02,    18792.06
200806,      337.99,      478.09,      495.68,    15368.70,    17645.18,    19146.24
200807,      286.25,      393.24,      399.71,    13903.67,    16557.38,    14658.86
200808,      301.28,      410.70,      404.71,    13745.19,    16295.79,    14646.58
200809,      316.40,      430.60,      425.43,    14376.95,    16522.56,    14704.07
200810,      293.07,      402.35,      376.95,    13083.90,    15061.79,    13274.16
200811,      230.14,      328.97,      292.63,    11055.82,    12549.18,    10891.71
200812,      201.90,      290.38,      253.84,    10436.14,    11851.59,     9726.84
200901,      210.75,      302.25,      271.16,    10666.63,    12042.61,     9819.07
200902,      189.33,      267.71,      244.12,     9696.02,    11105.38,     9106.80
200903,      167.47,      237.84,      218.29,     8762.43,     9782.89,     8071.34
200904,      185.37,      262.78,      243.06,     9342.12,    10489.16,     8969.66
200905,      222.80,      304.34,      286.56,    10153.49,    11290.94,     9991.50
200906,      232.15,      310.55,      301.40,    10699.96,    11708.12,    10676.08
200907,      209.95,      291.93,      317.81,    10830.84,    11781.67,    10255.62
200908,      239.27,      321.03,      343.34,    11726.90,    12632.06,    10974.83
200909,      258.33,      332.70,      350.70,    12180.99,    12970.91,    11296.95
200910,      281.09,      348.99,      372.78,    12561.84,    13295.97,    11869.51
200911,      256.09,      327.86,      349.74,    12313.14,    12910.13,    11665.54
200912,      265.71,      337.23,      359.46,    12904.28,    13719.89,    12297.40
201001,      293.44,      365.49,      385.94,    13058.39,    13933.60,    12827.91
201002,      287.29,      354.96,      373.86,    12493.17,    13632.57,    12192.88
201003,      308.27,      372.73,      387.81,    12916.62,    14070.44,    12625.04
201004,      340.69,      403.40,      414.91,    13849.65,    14800.88,    13470.42
201005,      369.29,      430.03,      434.99,    14159.33,    14922.46,    13703.43
201006,      334.23,      400.41,      402.11,    13097.21,    13799.65,    12484.67
201007,      264.94,      369.52,      389.28,     9154.15,    12474.95,    13493.80
201008,      286.70,      398.18,      407.31,     9796.88,    13423.34,    14325.02
201009,      262.31,      369.60,      375.54,     9220.66,    12698.27,    13832.79
201010,      302.45,      412.57,      420.54,    10070.41,    13887.62,    15169.70
201011,      317.80,      425.82,      439.81,    10462.70,    14518.65,    15688.19
201012,      335.58,      442.08,      453.16,    10517.06,    14640.89,    15578.03
201101,      372.04,      480.05,      481.95,    11467.17,    15655.87,    16425.36
201102,      377.08,      477.14,      481.94,    11763.27,    16115.94,    16703.47
201103,      404.44,      499.97,      506.94,    12192.41,    16665.18,    17303.38
201104,      416.49,      516.26,      525.56,    12250.54,    16752.71,    17281.80
201105,      424.46,      524.03,      542.41,    12587.91,    17277.62,    17849.86
201106,      414.07,      511.38,      535.67,    12337.13,    17082.89,    17869.38
201107,      330.06,      602.46,      549.05,    14856.08,    15919.49,    17056.50
201108,      317.17,      578.79,      525.61,    14208.51,    15459.76,    16981.57
201109,      283.45,      529.64,      473.89,    13502.68,    14552.07,    16013.71
201110,      249.68,      472.39,      420.18,    12690.76,    13435.82,    14839.69
201111,      289.90,      546.74,      483.25,    13833.61,    15038.61,    16577.67
201112,      291.00,      547.80,      473.39,    13907.90,    15069.75,    16460.65
201201,      296.37,      550.84,      470.45,    14261.57,    15209.13,    16409.64
201202,      319.00,      585.67,      506.22,    14624.64,    15982.83,    17493.54
201203,      331.47,      603.69,      520.57,    15205.51,    16633.45,    18409.05
201204,      344.15,      618.71,      531.36,    15659.12,    17142.60,    18934.23
201205,      337.07,      609.85,      522.31,    15632.79,    16970.98,    18778.32
201206,      316.31,      578.93,      483.85,    15046.64,    15892.22,    17375.29
201207,      328.28,      500.78,      494.65,    13400.88,    17387.69,    15416.34
201208,      322.48,      500.26,      481.63,    13572.09,    17598.80,    15614.23
201209,      336.63,      514.42,      500.13,    13882.86,    17841.15,    16213.73
201210,      351.13,      534.15,      514.65,    14431.17,    18319.18,    16507.21
201211,      345.90,      528.99,      501.16,    14359.83,    18187.76,    15840.96
201212,      350.35,      529.68,      502.47,    14483.51,    18230.72,    16010.42
201301,      362.31,      544.48,      517.26,    14734.87,    18390.11,    16052.95
201302,      383.92,      573.75,      548.49,    15705.35,    19438.88,    16706.57
201303,      389.09,      581.47,      554.20,    16001.13,    19703.16,    16773.14
201304,      411.11,      612.52,      575.42,    16742.18,    20549.49,    17198.75
201305,      414.07,      612.01,      569.19,    17005.96,    20936.63,    17503.47
201306,      437.11,      643.37,      602.56,    17408.05,    21377.08,    18051.70
201307,      403.73,      638.75,      621.96,    20170.64,    18671.06,    17520.54
201308,      442.09,      684.18,      662.71,    21118.00,    19636.08,    18592.20
201309,      427.37,      661.26,      650.92,    20513.70,    18849.57,    18395.40
201310,      452.42,      697.23,      693.96,    21115.24,    19432.72,    19164.92
201311,      463.19,      723.11,      707.13,    22180.91,    20161.80,    20016.24
201312,      483.03,      754.12,      734.62,    22823.69,    20751.11,    20666.95
201401,      491.01,      769.86,      750.89,    23417.92,    21312.36,    21271.77
201402,      480.90,      745.44,      737.18,    22294.28,    20582.86,    20713.02
201403,      503.44,      774.30,      776.38,    23249.38,    21431.36,    21706.27
201404,      499.87,      781.05,      761.25,    23439.10,    21852.09,    21395.43
201405,      477.12,      757.58,      726.66,    23720.29,    21981.07,    21319.25
201406,      478.20,      766.10,      724.05,    23948.40,    22293.63,    22018.04
201407,      482.99,      796.46,      706.10,    19233.75,    25820.08,    18984.93
201408,      459.79,      749.92,      654.08,    18869.09,    25287.50,    18905.28
201409,      482.75,      782.13,      686.32,    19592.57,    26247.34,    19849.01
201410,      454.05,      744.91,      652.15,    19314.55,    25764.95,    19518.47
201411,      478.41,      790.98,      691.90,    19901.35,    26251.33,    19984.69
201412,      476.39,      795.20,      692.40,    20541.89,    26786.82,    20636.24
201501,      479.54,      820.60,      712.12,    20687.30,    26819.42,    20311.36
201502,      460.08,      782.90,      679.61,    19830.19,    25859.58,    20146.36
201503,      489.44,      826.31,      734.03,    21025.01,    27194.62,    21446.32
